,group,distinct_hit_ips,overlaps,avg_overlap_times,avg_dest_ports
149,33,75845,0.0,0.0,5469.9800000000005
366,293,75840,0.0,0.0,2.176441102756892
143,35,75832,0.0,0.0,5471.07
147,32,75787,0.0,0.0,5473.480000000001
944,12688,75672,0.0,0.0,1.3
1172,194,75523,0.0,0.0,171.37000000000003
1101,172,75275,0.0,0.0,103.83
640,698,75229,0.0,0.0,134.18055555555554
1130,182,74969,0.0,0.0,171.77
1143,200,74965,0.0,0.0,174.02
795,46,74913,0.0,0.0,194.0
794,45,74901,0.0,0.0,194.0
19,5,74890,0.0,0.0,48725.20277777778
1165,180,74617,0.0,0.0,167.71
473,1751,74483,0.0,0.0,31.340000000000003
1166,153,74060,0.0,0.0,170.53000000000003
1152,160,74011,0.0,0.0,175.7375
1103,218,73981,0.0,0.0,104.45625
1154,170,73904,0.0,0.0,175.7
1118,149,73732,0.0,0.0,170.79000000000002
1162,210,73527,0.0,0.0,170.53750000000002
1047,112,73457,0.0,0.0,9.38888888888889
144,40,73419,0.0,0.0,5465.900000000001
216,31,73306,0.0,0.0,5469.5625
157,13354,73276,0.0,0.0,21.83108108108108
155,38,73244,0.0,0.0,5466.925
1159,165,73235,0.0,0.0,102.9375
1164,211,73076,0.0,0.0,170.8625
1113,148,72993,0.0,0.0,168.57000000000002
1127,162,72864,0.0,0.0,171.71999999999997
1126,169,72792,0.0,0.0,170.1
1115,176,72464,0.0,0.0,169.1625
1171,214,72398,0.0,0.0,171.0875
1090,723,72312,0.0,0.0,10.125
1160,197,72206,0.0,0.0,103.57857142857142
1106,217,72141,0.0,0.0,103.1214285714286
1146,203,72026,0.0,0.0,174.2125
271,327,72022,0.0,0.0,1.7020202020202022
140,42,71794,0.0,0.0,5274.35
1119,181,71710,0.0,0.0,171.025
1139,186,71706,0.0,0.0,107.64166666666667
284,225,71452,0.0,0.0,33.0
1046,111,71331,0.0,0.0,9.38888888888889
487,1205,71274,0.0,0.0,2.675
1150,168,71272,0.0,0.0,174.675
400,12738,71229,0.0,0.0,1.3303571428571428
1125,177,71098,0.0,0.0,171.0625
919,479,70991,0.0,0.0,3.591666666666667
286,226,70907,0.0,0.0,31.0
1138,206,70838,0.0,0.0,109.60999999999999
752,134,70825,0.0,0.0,267.9046875
215,18,70777,0.0,0.0,5473.333333333333
351,16,70742,0.0,0.0,5477.166666666667
153,15,70694,0.0,0.0,5460.95
52,12611,70669,0.0,0.0,1.4475688859163434
285,224,70656,0.0,0.0,36.03333333333333
145,41,70620,0.0,0.0,5470.05
1132,146,70548,0.0,0.0,172.96666666666667
1155,159,70388,0.0,0.0,176.1833333333333
1173,185,70304,0.0,0.0,172.6
1148,195,70200,0.0,0.0,172.36666666666665
138,673,70132,0.0,0.0,1.0917658730158728
1177,164,69929,0.0,0.0,169.75
1167,201,69866,0.0,0.0,168.6
270,2984,69784,0.0,0.0,1.5912457912457914
96,137,69691,0.0,0.0,262.76721311475404
97,131,69503,0.0,0.0,308.4813725490196
749,140,69477,0.0,0.0,315.0658025922233
1145,202,69445,0.0,0.0,173.20000000000002
71,2844,69399,0.0,0.0,1.13781512605042
1176,209,69327,0.0,0.0,171.54999999999998
1141,187,69182,0.0,0.0,105.71
1104,141,68788,0.0,0.0,103.45
347,1741,68782,0.0,0.0,13.966666666666667
1006,12771,68687,0.0,0.0,1.0
332,313,68580,0.0,0.0,1.4119658119658118
335,286,68578,0.0,0.0,10.108974358974358
190,1,68540,0.0,0.0,2753.2
1102,212,68517,0.0,0.0,102.8375
124,26706,68376,0.0,0.0,1.5555555555555556
533,14046,68255,0.0,0.0,21.714583333333334
152,17,68230,0.0,0.0,5470.9
1105,215,68192,0.0,0.0,105.025
1124,189,67993,0.0,0.0,169.3
107,11154,67968,0.0,0.0,1.7
1131,150,67790,0.0,0.0,171.925
439,12765,67574,0.0,0.0,1.2691468253968254
910,474,67475,0.0,0.0,2.5969696969696967
968,12820,67449,0.0,0.0,1.2933673469387756
1175,213,67342,0.0,0.0,170.5
182,21,67296,0.0,0.0,27842.7
1108,173,67283,0.0,0.0,105.86666666666667
1121,157,67251,0.0,0.0,170.85
1116,147,67226,0.0,0.0,167.725
320,2898,67176,0.0,0.0,1.0
666,14066,67048,0.0,0.0,22.567142857142862
1107,132,66996,0.0,0.0,105.20000000000002
1158,196,66966,0.0,0.0,104.15000000000002
1137,207,66923,0.0,0.0,108.4125
1100,205,66900,0.0,0.0,107.5
266,2931,66809,0.0,0.0,2.0353896103896103
1114,175,66689,0.0,0.0,170.65
304,638,66605,0.0,0.0,2.070175438596491
945,12871,66573,0.0,0.0,1.3755668934240364
723,12650,66546,0.0,0.0,1.472222222222222
83,2841,66488,0.0,0.0,1.0845238095238094
478,671,66444,0.0,0.0,2.225
1068,89,66387,0.0,0.0,2224.085714285714
1050,7819,66323,0.0,0.0,239.17307692307693
417,12667,66290,0.0,0.0,1.061904761904762
456,12624,66290,0.0,0.0,1.5214285714285716
1136,11290,66232,0.0,0.0,1.0
1005,12892,66180,0.0,0.0,1.35
1142,174,66147,0.0,0.0,106.85000000000001
1140,154,66087,0.0,0.0,110.08333333333333
397,12685,66034,0.0,0.0,1.5599647266313932
398,12767,66034,0.0,0.0,1.4401515151515152
948,12786,66034,0.0,0.0,1.3769841269841272
989,12824,66034,0.0,0.0,1.3734126984126984
1033,12654,66034,0.0,0.0,1.5137362637362637
328,294,66028,0.0,0.0,2.7426470588235294
668,14052,66014,0.0,0.0,21.74375
449,12710,65778,0.0,0.0,1.8194444444444444
726,12640,65778,0.0,0.0,1.2857142857142856
765,12709,65778,0.0,0.0,1.0357142857142856
954,12689,65778,0.0,0.0,1.5515873015873016
957,12847,65778,0.0,0.0,1.4
972,12720,65778,0.0,0.0,1.4297979797979796
982,12772,65778,0.0,0.0,1.0
994,12834,65778,0.0,0.0,1.1481481481481481
1098,12628,65778,0.0,0.0,1.1222222222222225
230,3312,65776,0.0,0.0,1.65625
433,18296,65747,0.0,0.0,1.6375
593,13334,65628,0.0,0.0,21.673076923076923
1067,81,65576,0.0,0.0,2220.8100000000004
646,5389,65487,0.0,0.0,8.072976829372179
