,group,distinct_hit_ips,overlaps,avg_overlap_times,avg_dest_ports
458,542,172111,0.0,0.0,12.878434065934066
410,5428,133756,0.0,0.0,3.4
457,543,128864,0.0,0.0,12.119832548403977
1044,2,126778,0.0,0.0,50891.3671875
1255,19913,110043,0.0,0.0,1.5018315018315018
990,19788,109536,0.0,0.0,1.4318181818181817
471,3586,109479,0.0,0.0,1.0
1285,19982,108830,0.0,0.0,1.7000000000000002
1260,20014,108574,0.0,0.0,1.2666666666666666
1415,63842,108235,0.0,0.0,1.0
914,7,104427,0.0,0.0,60272.87999999999
916,5,103576,0.0,0.0,63670.81428571429
1030,10,102721,0.0,0.0,59418.01000000001
444,3507,102575,0.0,0.0,6.2
404,5913,99113,0.0,0.0,20.10909090909091
1245,20010,98801,0.0,0.0,1.346938775510204
393,6126,98606,0.0,0.0,13.5
384,6117,98338,0.0,0.0,12.833333333333332
1045,64,97377,0.0,0.0,194.0
1040,63,96903,0.0,0.0,194.0
911,17,95728,0.0,0.0,58880.80625
1214,20057,95177,0.0,0.0,1.25
1050,18,92483,0.0,0.0,58772.32857142857
1056,65,91076,0.0,0.0,194.0
912,16,89063,0.0,0.0,58864.549999999996
1038,55,88550,0.0,0.0,194.01
1041,67,87664,0.0,0.0,194.0
1205,42970,87031,0.0,0.0,3.4285714285714284
257,26800,86476,0.0,0.0,1.3333333333333333
1031,9,86198,0.0,0.0,59413.240000000005
177,4658,85429,0.0,0.0,3.9527777777777775
1034,33,85164,0.0,0.0,194.0
1037,54,84505,0.0,0.0,194.0
1039,46,84401,0.0,0.0,194.0
917,6,84166,0.0,0.0,63666.71666666667
777,5575,83707,0.0,0.0,11.666666666666666
1046,68,82423,0.0,0.0,194.0
1053,15,81294,0.0,0.0,58651.8625
1054,11,81180,0.0,0.0,58658.100000000006
1055,14,80993,0.0,0.0,58672.7625
227,25,80441,0.0,0.0,5471.271428571429
212,47,80255,0.0,0.0,5470.007142857142
215,23,80202,0.0,0.0,5275.9875
540,230,80194,0.0,0.0,1459.0
1036,42,79767,0.0,0.0,194.0
453,5967,79535,0.0,0.0,2.8
591,70856,79413,0.0,0.0,1.75
765,3228,79397,0.0,0.0,3.0
995,19894,79007,0.0,0.0,1.2444444444444445
915,8,78810,0.0,0.0,60275.51666666666
1057,61,78752,0.0,0.0,194.0
913,4,78650,0.0,0.0,60274.200000000004
1035,34,78379,0.0,0.0,194.0
224,50,78277,0.0,0.0,5468.033333333333
214,48,78099,0.0,0.0,5471.2
220,44,77971,0.0,0.0,5474.525000000001
1052,19,77335,0.0,0.0,58775.98333333334
1051,13,77192,0.0,0.0,58764.18333333333
1042,43,76509,0.0,0.0,194.0
222,58,75845,0.0,0.0,5469.9800000000005
217,49,75832,0.0,0.0,5471.07
221,57,75787,0.0,0.0,5473.480000000001
255,42556,75310,0.0,0.0,31.375
1033,32,74913,0.0,0.0,194.0
1032,29,74901,0.0,0.0,194.0
13,3,74890,0.0,0.0,48725.20277777778
1058,66,74093,0.0,0.0,194.0
494,6106,74003,0.0,0.0,1.7394736842105263
1331,366,73457,0.0,0.0,9.38888888888889
907,31,73454,0.0,0.0,5468.4375
218,72,73419,0.0,0.0,5465.900000000001
296,56,73306,0.0,0.0,5469.5625
235,13611,73276,0.0,0.0,21.83108108108108
231,62,73244,0.0,0.0,5466.925
441,3307,72662,0.0,0.0,1.8642857142857143
1368,42589,72312,0.0,0.0,10.125
1154,5576,72199,0.0,0.0,3.075
371,3205,72022,0.0,0.0,1.7020202020202022
213,22,71794,0.0,0.0,5274.35
688,54402,71676,0.0,0.0,2.0166666666666666
1330,365,71331,0.0,0.0,9.38888888888889
922,141,70825,0.0,0.0,267.9046875
478,28,70742,0.0,0.0,5477.166666666667
228,24,70694,0.0,0.0,5460.95
219,71,70620,0.0,0.0,5470.05
403,5053,70461,0.0,0.0,32.2
1401,2937,70291,0.0,0.0,106.38571428571429
211,522,70184,0.0,0.0,1.1157563025210084
1393,2929,69952,0.0,0.0,104.05999999999999
402,5052,69882,0.0,0.0,36.199999999999996
1155,43261,69878,0.0,0.0,73.9625
370,4394,69784,0.0,0.0,1.5912457912457914
318,47571,69758,0.0,0.0,5.735714285714286
99,410,69691,0.0,0.0,262.76721311475404
459,541,69616,0.0,0.0,6.860606060606061
890,19767,69111,0.0,0.0,1.533287419651056
1131,62586,69004,0.0,0.0,12.075
1388,2932,68788,0.0,0.0,103.45
836,45290,68527,0.0,0.0,1.75
