,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
856703,856748,3453099813.0,3453099776.0,20,396982.0,US,,85660.5,0.0,315.85,175.2,-17979851.8,60.475,17979933.15,34243.5,52159.4,1.5244070375165513,2.15,1.0,0.0,81.35,22.0,1.0,5.0,0.0,23.0,2934
856708,856753,3453099818.0,3453099776.0,20,396982.0,US,,85646.5,0.0,317.15,172.05,-17979825.65,-35.75,17979906.95,34323.85,52643.15,1.5349074752095158,2.05,1.0,0.0,81.3,22.0,1.0,5.0,0.0,23.0,2934
856710,856755,3453099820.0,3453099776.0,20,396982.0,US,,85657.3,0.0,313.35,171.95,-17978230.6,-107.9,17978331.75,33952.6,51736.3,1.5216041761036665,2.25,1.0,0.0,101.15,22.0,1.0,5.0,0.0,23.0,2934
856711,856756,3453099821.0,3453099776.0,20,396982.0,US,,85667.65,0.0,313.65,175.95,-17979397.95,96.9,17979457.75,34163.05,52069.05,1.525426083637379,2.15,1.0,0.0,59.8,22.0,1.0,5.0,0.0,23.0,2934
856715,856760,3453099825.0,3453099776.0,20,396982.0,US,,85677.2,0.0,313.0,175.1,-17979643.9,-107.075,17979410.75,34060.1,51852.9,1.5250982503911696,2.25,1.0,0.0,-233.15,22.0,1.0,5.0,0.0,23.0,2934
856717,856762,3453099827.0,3453099776.0,20,396982.0,US,,85665.15,0.0,312.9,171.0,-17979451.05,63.55,17979506.5,34041.85,51628.1,1.5171952022354742,2.2,1.0,0.0,55.45,22.0,1.0,5.0,0.0,23.0,2934
856722,856767,3453099832.0,3453099776.0,20,396982.0,US,,85568.6,0.0,311.9,173.1,-17979841.5,-53.525,17980082.8,33633.95,51512.8,1.535197559349595,2.25,1.0,0.0,241.3,22.0,1.0,5.0,0.0,23.0,2934
856732,856777,3453099846.0,3453099776.0,20,396982.0,US,,85628.4,0.0,322.7,178.05,-17979365.1,-136.675,17979461.7,34846.3,54206.95,1.5577113696050475,2.15,1.0,0.0,96.6,22.0,1.0,5.0,0.0,23.0,2934
856743,856788,3453099858.0,3453099776.0,20,396982.0,US,,85631.85,0.0,321.85,175.85,-17979759.45,-197.375,17979773.95,35002.15,53892.35,1.53706688435427,2.15,1.0,0.0,14.5,22.0,1.0,5.0,0.0,23.0,2934
856745,856790,3453099860.0,3453099776.0,20,396982.0,US,,85651.2,0.0,319.15,174.8,-17979311.05,-12.45,17979274.0,34799.05,53096.0,1.5316641027391165,2.3,1.0,0.0,-37.05,22.0,1.0,5.0,0.0,23.0,2934
856755,856800,3453099870.0,3453099776.0,20,396982.0,US,,85641.65,0.0,318.75,176.2,-17979375.65,71.45,17979570.25,34530.85,52730.75,1.5341868127248888,2.15,1.0,0.0,194.6,22.0,1.0,5.0,0.0,23.0,2934
856759,856804,3453099874.0,3453099776.0,20,396982.0,US,,85613.15,0.0,317.15,174.2,-17979079.3,95.35,17979705.1,34358.8,52750.8,1.540792396986132,2.35,1.0,0.0,625.8,22.0,1.0,5.0,0.0,23.0,2934
856766,856811,3453099881.0,3453099776.0,20,396982.0,US,,85622.7,0.0,318.55,175.0,-17979740.2,-111.725,17979686.45,34570.6,52724.25,1.5305277989692427,2.35,1.0,0.0,-53.75,22.0,1.0,5.0,0.0,23.0,2934
