,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
778918,778961,3115618118.0,3115618048.0,7,211680.0,PT,,28117.42857142857,0.0,13095.57142857143,1.1428571428571428,-45091.42857142857,-4.357142857142857,44219.42857142857,16983.85714285714,17268.285714285714,1.0260784009039556,1.7142857142857142,1.0,0.0,-872.0,102.0,11.0,5.0,16.0,23.0,1692
778957,779000,3115618183.0,3115618048.0,8,211680.0,PT,,24636.75,0.0,11594.375,1.125,-46549.5,3.8125,46671.375,14990.5,15277.125,1.0266389347378333,1.25,1.0,0.0,121.875,102.0,11.0,5.0,16.0,23.0,1692
