,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
771873,771916,3093952455.0,3093952256.0,20,6939.0,US,Sunnyvale,67124.85,0.0,12912.5,53.55,-17978450.7,-6.2,17978078.95,15121.0,17327.65,1.1439112592266452,1.0,1.3,0.6849790056912706,-371.75,389.0,1.0,5.0,1.0,19.0,569
771876,771919,3093952459.0,3093952256.0,20,6939.0,US,Sunnyvale,66576.8,0.0,12805.85,52.3,-17975988.6,88.95,17081550.15,14940.0,17123.25,1.144304624836941,1.0,1.45,0.954782848530182,-894438.45,80.0,1.0,5.0,1.0,19.0,569
771879,771922,3093952463.0,3093952256.0,20,6939.0,US,Sunnyvale,66948.45,0.0,12760.15,52.7,-17979097.4,61.35,17979134.8,14930.85,17064.7,1.141338030065994,1.0,1.25,0.5462694899465191,37.4,80.0,1.0,5.0,1.0,19.0,569
771882,771925,3093952467.0,3093952256.0,20,6939.0,US,Sunnyvale,66663.35,0.0,12609.3,51.8,-17977041.85,-9.075,17082055.8,14727.3,16801.15,1.1390903871144182,1.0,1.4,0.967850588189232,-894986.05,80.0,1.0,5.0,1.0,19.0,569
771885,771928,3093952471.0,3093952256.0,20,6939.0,US,Sunnyvale,67048.15,0.0,13006.9,54.1,-17082851.15,-63.25,17978550.8,15220.4,17464.55,1.1466390629042025,1.0,1.5,0.9405550665451184,895699.65,80.0,1.0,5.0,1.0,19.0,569
771903,771946,3093952495.0,3093952256.0,20,6939.0,US,Sunnyvale,66852.1,0.0,12764.6,53.05,-17081711.05,15.15,17977421.1,14929.5,17065.75,1.141476770271555,1.0,1.3,0.5826386380498694,895710.05,80.0,1.0,5.0,1.0,19.0,569
