,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
778897,778940,3115618078.0,3115618048.0,20,211680.0,PT,,74193.05,500.0,4038.25,239.15,-14394881.7,154.075,15289370.35,4174.5,4325.9,1.0347842801663614,1.25,1.0,0.0,894488.65,53.0,11.0,5.0,0.0,22.0,3328
778902,778945,3115618083.0,3115618048.0,20,211680.0,PT,,75914.4,400.0,4522.3,239.45,-16186652.35,94.7,15291820.45,4679.75,4879.9,1.0401300414150918,1.05,1.0,0.0,-894831.9,53.0,11.0,5.0,0.0,23.0,3328
778903,778946,3115618084.0,3115618048.0,20,211680.0,PT,,76359.85,400.0,3947.7,239.4,-16185264.9,135.55,16185411.05,4072.65,4220.4,1.034605910460237,1.3,1.0,0.0,146.15,53.0,11.0,5.0,0.0,23.0,3328
778904,778947,3115618085.0,3115618048.0,20,211680.0,PT,,77343.2,350.0,4081.45,239.35,-16182342.2,134.625,16183330.45,4214.6,4375.2,1.0365531332064468,1.15,1.0,0.0,988.25,53.0,11.0,5.0,0.0,23.0,3328
778942,778985,3115618143.0,3115618048.0,20,211680.0,PT,,73687.45,450.0,3485.25,239.25,-15291157.7,92.275,16185354.4,3583.75,3700.45,1.0305347986826865,1.15,1.0,0.0,894196.7,53.0,11.0,5.0,0.0,23.0,3328
778943,778986,3115618144.0,3115618048.0,20,211680.0,PT,,75987.3,350.0,3754.8,239.05,-13496569.4,175.4,12603489.35,3871.05,3998.5,1.0313281010665445,1.2,1.0,0.0,-893080.05,53.0,11.0,5.0,0.0,23.0,3328
778944,778987,3115618145.0,3115618048.0,20,211680.0,PT,,76157.8,400.0,4186.6,239.15,-17082329.95,150.325,17082308.3,4327.55,4520.05,1.0413222712360155,1.25,1.0,0.0,-21.65,53.0,11.0,5.0,0.0,23.0,3328
778947,778990,3115618148.0,3115618048.0,20,211680.0,PT,,76274.4,500.0,3670.15,239.2,-15292066.1,124.55,15291020.25,3774.55,3900.55,1.0313869331273011,1.25,1.0,0.0,-1045.85,53.0,11.0,5.0,0.0,23.0,3328
778969,779012,3115618197.0,3115618048.0,20,211680.0,PT,,78284.9,500.0,3847.7,239.3,-16185997.15,176.775,17081121.45,3964.65,4103.7,1.0339410296359786,1.0,1.0,0.0,895124.3,53.0,11.0,5.0,0.0,23.0,3328
778970,779013,3115618198.0,3115618048.0,20,211680.0,PT,,77648.05,350.0,4025.25,239.45,-17082995.75,182.175,17082558.55,4152.2,4327.65,1.0413988811846742,1.2,1.0,0.0,-437.2,53.0,11.0,5.0,0.0,23.0,3328
778971,779014,3115618199.0,3115618048.0,20,211680.0,PT,,80182.8,375.0,4170.45,239.4,-16186159.5,103.45,15289421.25,4309.0,4473.1,1.0359706021702713,1.1,1.0,0.0,-896738.25,53.0,11.0,5.0,0.0,23.0,3328
