,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
856713,856758,3453099823.0,3453099776.0,20,396982.0,US,,85656.1,0.0,315.95,173.3,-17979182.4,83.7,17979609.6,34185.6,51864.35,1.5227076504114836,2.25,1.0,0.0,427.2,22.0,1.0,5.0,0.0,23.0,2934
856716,856761,3453099826.0,3453099776.0,20,396982.0,US,,85602.25,0.0,318.15,173.15,-17979308.1,45.1,17979309.45,34330.3,52638.05,1.5365674983942246,2.3,1.0,0.0,1.35,22.0,1.0,5.0,0.0,23.0,2934
856720,856765,3453099830.0,3453099776.0,20,396982.0,US,,85606.0,0.0,312.55,170.2,-17978999.1,-158.2,17978480.45,33991.0,51527.3,1.521328359687376,2.2,1.0,0.0,-518.65,22.0,1.0,5.0,0.0,23.0,2934
856721,856766,3453099831.0,3453099776.0,20,396982.0,US,,85611.8,0.0,315.9,174.9,-17979675.85,-1.6,17979727.95,34369.5,52717.15,1.5345465676678918,2.25,1.0,0.0,52.1,22.0,1.0,5.0,0.0,23.0,2934
856726,856771,3453099836.0,3453099776.0,20,396982.0,US,,85618.85,0.0,312.35,175.5,-17979120.55,-10.65,17978775.0,34356.4,52047.05,1.5183441970537843,2.15,1.0,0.0,-345.55,22.0,1.0,5.0,0.0,23.0,2934
856727,856772,3453099840.0,3453099776.0,20,396982.0,US,,85589.65,0.0,316.7,175.1,-17980047.35,-45.275,17980008.75,34702.1,52855.8,1.5327699534974784,2.15,1.0,0.0,-38.6,22.0,1.0,5.0,0.0,23.0,2934
856731,856776,3453099845.0,3453099776.0,20,396982.0,US,,85661.1,0.0,315.8,177.0,-17979365.05,61.075,17979380.15,34443.65,52962.2,1.5419778326370763,2.1,1.0,0.0,15.1,22.0,1.0,5.0,0.0,23.0,2934
856735,856780,3453099849.0,3453099776.0,20,396982.0,US,,85614.85,0.0,318.9,174.05,-17978788.95,-43.725,17978799.55,34723.75,53380.95,1.537036306146907,2.2,1.0,0.0,10.6,22.0,1.0,5.0,0.0,23.0,2934
856736,856781,3453099851.0,3453099776.0,20,396982.0,US,,85623.55,0.0,320.0,176.6,-17979434.85,65.825,17979216.3,34692.95,53273.3,1.538091548288068,2.15,1.0,0.0,-218.55,22.0,1.0,5.0,0.0,23.0,2934
856747,856792,3453099862.0,3453099776.0,20,396982.0,US,,85632.7,0.0,317.35,174.1,-17979925.2,-48.8,17979851.25,34377.45,52830.35,1.5393378708214354,2.1,1.0,0.0,-73.95,22.0,1.0,5.0,0.0,23.0,2934
856753,856798,3453099868.0,3453099776.0,20,396982.0,US,,85644.7,0.0,322.45,176.1,-17979703.4,22.15,17979706.9,34959.75,53675.6,1.5380969702297362,2.05,1.0,0.0,3.5,22.0,1.0,5.0,0.0,23.0,2934
856851,856896,3453099990.0,3453099776.0,20,396982.0,US,,85598.5,0.0,305.3,169.15,-17980075.75,94.05,17979882.8,33701.8,50826.4,1.5108038578951786,2.1,1.0,0.0,-192.95,22.0,1.0,5.0,0.0,23.0,2934
