,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
383813,383832,1882080259.0,1882080256.0,20,9808.0,CN,,81910.75,212275.0,254.3,37.1,-27194.95,248.95,27334.4,254.0,267.9,1.0527316976955157,1.0,1.0,0.0,139.45,8080.0,10.0,5.0,0.0,23.0,54982
383814,383833,1882080260.0,1882080256.0,20,9808.0,CN,,84255.55,198075.0,319.95,47.25,-26835.25,-118.45,27114.5,319.55,328.4,1.0533852847806735,1.0,1.0,0.0,279.25,8080.0,10.0,5.0,0.0,23.0,54982
383815,383834,1882080261.0,1882080256.0,20,9808.0,CN,,79214.8,214475.0,274.0,43.15,-26583.8,471.925,28404.7,273.85,287.7,1.0541346252923494,1.0,1.0,0.0,1820.9,8080.0,10.0,5.0,0.0,23.0,54982
383816,383835,1882080262.0,1882080256.0,20,9808.0,CN,,83864.0,205575.0,274.35,41.0,-27408.85,-22.55,27236.85,274.15,294.15,1.053503908902411,1.0,1.0,0.0,-172.0,8080.0,10.0,5.0,0.0,23.0,54982
383817,383836,1882080263.0,1882080256.0,20,9808.0,CN,,85455.4,184225.0,304.7,44.2,-28230.1,288.575,28077.05,305.0,326.3,1.0514775111675077,1.0,1.0,0.0,-153.05,8080.0,10.0,5.0,0.0,23.0,54982
383818,383837,1882080264.0,1882080256.0,20,9808.0,CN,,85001.9,249550.0,229.1,35.5,-28080.85,-285.725,29216.45,229.3,245.0,1.051862389944659,1.0,1.0,0.0,1135.6,8080.0,10.0,5.0,0.0,23.0,54982
383819,383838,1882080265.0,1882080256.0,20,9808.0,CN,,78949.4,214100.0,256.1,36.35,-27495.7,-502.225,27903.8,256.1,266.95,1.0525776126747084,1.0,1.0,0.0,408.1,8080.0,10.0,5.0,0.0,23.0,54982
383820,383839,1882080266.0,1882080256.0,20,9808.0,CN,,85715.1,193950.0,360.5,50.2,-27600.4,-7.0,27457.4,360.1,361.95,1.0041692656878998,1.0,1.0,0.0,-143.0,8080.0,10.0,5.0,0.0,23.0,54982
383821,383840,1882080267.0,1882080256.0,20,9808.0,CN,,77280.5,240075.0,226.2,34.25,-29164.35,-136.2,28802.1,225.85,235.45,1.0515646831217136,1.0,1.0,0.0,-362.25,8080.0,10.0,5.0,0.0,23.0,54982
383822,383841,1882080268.0,1882080256.0,20,9808.0,CN,,76326.9,220450.0,252.85,39.35,-28424.75,-137.775,27189.85,253.1,253.9,1.002930081640125,1.0,1.0,0.0,-1234.9,8080.0,10.0,5.0,0.0,23.0,54982
383824,383843,1882080270.0,1882080256.0,20,9808.0,CN,,78661.25,256050.0,222.75,32.5,-29430.6,1303.9,926205.6,223.25,225.2,1.0509143074415197,1.0,1.0,0.0,896775.0,8080.0,10.0,5.0,0.0,23.0,54982
383825,383844,1882080271.0,1882080256.0,20,9808.0,CN,,79084.7,217775.0,265.05,38.65,-27805.05,-566.85,28222.3,264.7,280.55,1.0520793017235852,1.0,1.0,0.0,417.25,8080.0,10.0,5.0,0.0,23.0,54982
383826,383845,1882080272.0,1882080256.0,20,9808.0,CN,,79817.8,257000.0,223.9,32.5,-27808.2,-295.65,27705.95,223.55,238.4,1.05265835270017,1.0,1.0,0.0,-102.25,8080.0,10.0,5.0,0.0,23.0,54982
383827,383846,1882080273.0,1882080256.0,20,9808.0,CN,,80044.25,238925.0,264.1,37.4,-927005.35,-439.15,30019.8,263.65,283.3,1.0541168677438528,1.0,1.0,0.0,-896985.55,8080.0,10.0,5.0,0.0,23.0,54982
383828,383847,1882080274.0,1882080256.0,20,9808.0,CN,,85810.7,196825.0,337.5,48.95,-26756.75,-409.775,26937.6,337.5,354.8,1.0535029270248106,1.05,1.0,0.0,180.85,8080.0,10.0,5.0,0.0,23.0,54982
383829,383848,1882080275.0,1882080256.0,20,9808.0,CN,,82493.5,204025.0,286.6,44.3,-26629.8,21.975,28020.75,286.55,300.4,1.053311384565665,1.0,1.0,0.0,1390.95,8080.0,10.0,5.0,0.0,23.0,54982
383830,383849,1882080276.0,1882080256.0,20,9808.0,CN,,81713.65,226475.0,287.55,41.75,-27483.25,366.1,28717.9,287.6,307.75,1.0525876435010209,1.0,1.0,0.0,1234.65,8080.0,10.0,5.0,0.0,23.0,54982
383831,383850,1882080277.0,1882080256.0,20,9808.0,CN,,84492.8,193700.0,324.55,45.85,-28109.2,370.625,28731.0,323.7,343.05,1.0543003172973633,1.0,1.0,0.0,621.8,8080.0,10.0,5.0,0.0,23.0,54982
383832,383851,1882080278.0,1882080256.0,20,9808.0,CN,,81372.75,194800.0,314.9,46.5,-25594.85,-316.575,24798.2,314.3,335.95,1.0536003119228317,1.05,1.0,0.0,-796.65,8080.0,10.0,5.0,0.0,23.0,54982
383833,383852,1882080279.0,1882080256.0,20,9808.0,CN,,82870.3,160600.0,361.4,48.4,-26764.7,476.35,28083.8,361.4,373.65,1.0536284189490623,1.0,1.0,0.0,1319.1,8080.0,10.0,5.0,0.0,23.0,54982
383834,383853,1882080280.0,1882080256.0,20,9808.0,CN,,83668.7,257925.0,259.55,36.7,-27364.3,-601.625,26538.85,259.35,264.2,1.0680900164100011,1.05,1.0,0.0,-825.45,8080.0,10.0,5.0,0.0,23.0,54982
383835,383854,1882080281.0,1882080256.0,20,9808.0,CN,,85593.45,206325.0,299.1,45.75,-28251.05,42.575,28104.0,299.15,311.3,1.0528548161669895,1.0,1.0,0.0,-147.05,8080.0,10.0,5.0,0.0,23.0,54982
383837,383856,1882080283.0,1882080256.0,20,9808.0,CN,,78371.55,227125.0,241.35,36.7,-30847.6,-328.8,30254.2,241.35,241.85,1.0017098432499707,1.0,1.0,0.0,-593.4,8080.0,10.0,5.0,0.0,23.0,54982
383838,383857,1882080284.0,1882080256.0,20,9808.0,CN,,82236.85,206775.0,292.3,44.0,-27529.75,-165.85,25799.7,292.25,310.95,1.0527302051930325,1.05,1.0,0.0,-1730.05,8080.0,10.0,5.0,0.0,23.0,54982
383839,383858,1882080285.0,1882080256.0,20,9808.0,CN,,83753.4,202700.0,318.45,44.45,-27447.0,-432.025,28209.5,318.15,330.2,1.0537022373470255,1.0,1.0,0.0,762.5,8080.0,10.0,5.0,0.0,23.0,54982
383840,383859,1882080286.0,1882080256.0,20,9808.0,CN,,83735.15,207300.0,313.2,45.65,-27417.9,81.6,26858.85,312.65,325.2,1.0543041914824705,1.0,1.0,0.0,-559.05,8080.0,10.0,5.0,0.0,23.0,54982
383845,383864,1882080291.0,1882080256.0,20,9808.0,CN,,82539.4,197175.0,301.2,46.15,-27843.65,29.575,27793.0,301.3,329.3,1.051802556469312,1.05,1.0,0.0,-50.65,8080.0,10.0,5.0,0.0,23.0,54982
383846,383865,1882080292.0,1882080256.0,20,9808.0,CN,,81889.55,202025.0,319.15,45.25,-26484.4,54.725,28549.25,319.2,320.35,1.0025824041030922,1.0,1.0,0.0,2064.85,8080.0,10.0,5.0,0.0,23.0,54982
383847,383866,1882080293.0,1882080256.0,20,9808.0,CN,,85516.55,196675.0,302.35,41.95,-28023.5,240.125,28921.6,301.95,311.8,1.0530405804294851,1.05,1.0,0.0,898.1,8080.0,10.0,5.0,0.0,23.0,54982
383848,383867,1882080294.0,1882080256.0,20,9808.0,CN,,84437.6,239025.0,268.15,39.1,-27189.25,-341.85,27693.1,268.05,269.1,1.0028905557450138,1.0,1.0,0.0,503.85,8080.0,10.0,5.0,0.0,23.0,54982
383849,383868,1882080295.0,1882080256.0,20,9808.0,CN,,84178.1,235525.0,267.8,39.6,-27725.5,502.725,27676.65,268.2,292.8,1.0525859276900051,1.0,1.0,0.0,-48.85,8080.0,10.0,5.0,0.0,23.0,54982
383856,383875,1882080302.0,1882080256.0,20,9808.0,CN,,84027.3,206875.0,300.9,40.45,-26480.85,4.55,26902.6,300.4,315.15,1.053575205694068,1.0,1.0,0.0,421.75,8080.0,10.0,5.0,0.0,23.0,54982
383864,383883,1882080310.0,1882080256.0,20,9808.0,CN,,83152.35,182375.0,314.85,44.55,-26750.5,-37.225,27619.75,315.0,323.55,1.0525940918069168,1.0,1.0,0.0,869.25,8080.0,10.0,5.0,0.0,23.0,54982
383865,383884,1882080311.0,1882080256.0,20,9808.0,CN,,81924.4,271600.0,239.95,33.8,-28175.3,-48.2,30217.7,239.95,254.0,1.052713992904844,1.0,1.0,0.0,2042.4,8080.0,10.0,5.0,0.0,23.0,54982
383868,383887,1882080314.0,1882080256.0,20,9808.0,CN,,81736.45,217950.0,286.9,39.65,-27554.9,192.475,27955.95,286.85,302.35,1.0528159388412357,1.0,1.0,0.0,401.05,8080.0,10.0,5.0,0.0,23.0,54982
383870,383889,1882080316.0,1882080256.0,20,9808.0,CN,,84655.25,242725.0,261.3,37.5,-27593.35,439.925,26802.95,261.2,270.65,1.053180409712223,1.0,1.0,0.0,-790.4,8080.0,10.0,5.0,0.0,23.0,54982
383880,383899,1882080326.0,1882080256.0,20,9808.0,CN,,82468.1,219875.0,266.65,38.85,-28216.5,-164.425,27234.65,266.4,272.8,1.0517968678274363,1.0,1.0,0.0,-981.85,8080.0,10.0,5.0,0.0,23.0,54982
383881,383900,1882080327.0,1882080256.0,20,9808.0,CN,,85802.1,192025.0,276.75,41.2,-27436.9,-97.05,27037.45,277.05,301.65,1.0518056264118658,1.1,1.0,0.0,-399.45,8080.0,10.0,5.0,0.0,23.0,54982
383884,383903,1882080330.0,1882080256.0,20,9808.0,CN,,78882.95,210350.0,284.6,42.45,-28461.4,-74.175,28363.1,284.55,299.4,1.0533718951080369,1.0,1.0,0.0,-98.3,8080.0,10.0,5.0,0.0,23.0,54982
383886,383905,1882080332.0,1882080256.0,20,9808.0,CN,,78529.65,269025.0,205.15,29.45,-924443.25,-255.25,924360.6,205.0,215.0,1.0522069011615274,1.0,1.0,0.0,-82.65,8080.0,10.0,5.0,0.0,23.0,54982
383892,383911,1882080338.0,1882080256.0,20,9808.0,CN,,79288.85,239275.0,227.85,33.85,-28648.4,350.3,29545.1,227.5,237.35,1.0522554268999411,1.0,1.0,0.0,896.7,8080.0,10.0,5.0,0.0,23.0,54982
383894,383913,1882080340.0,1882080256.0,20,9808.0,CN,,83758.45,238375.0,238.5,37.45,-27781.4,147.925,28747.3,238.45,248.0,1.0531636891556364,1.05,1.0,0.0,965.9,8080.0,10.0,5.0,0.0,23.0,54982
383899,383918,1882080345.0,1882080256.0,20,9808.0,CN,,79259.5,263650.0,218.85,32.95,-26291.05,882.875,28379.2,219.0,226.95,1.052093610374638,1.0,1.0,0.0,2088.15,8080.0,10.0,5.0,0.0,23.0,54982
383900,383919,1882080346.0,1882080256.0,20,9808.0,CN,,77584.15,222025.0,233.4,34.65,-28476.85,601.25,28718.95,233.5,242.5,1.052079522188459,1.0,1.0,0.0,242.1,8080.0,10.0,5.0,0.0,23.0,54982
383905,383924,1882080351.0,1882080256.0,20,9808.0,CN,,83152.5,197450.0,284.15,40.55,-27275.2,324.375,26374.15,284.45,299.2,1.0523712018821647,1.0,1.0,0.0,-901.05,8080.0,10.0,5.0,0.0,23.0,54982
383912,383931,1882080358.0,1882080256.0,20,9808.0,CN,,83132.5,175950.0,339.65,47.85,-28202.5,35.05,27502.6,340.05,366.05,1.0516160088693225,1.05,1.0,0.0,-699.9,8080.0,10.0,5.0,0.0,23.0,54982
383920,383939,1882080366.0,1882080256.0,20,9808.0,CN,,85705.6,169375.0,350.0,49.8,-27456.3,26.4,27386.45,349.65,374.9,1.0551856353621667,1.0,1.0,0.0,-69.85,8080.0,10.0,5.0,0.0,23.0,54982
383922,383941,1882080368.0,1882080256.0,20,9808.0,CN,,82266.95,236600.0,249.15,37.75,-28080.7,606.5,28754.65,249.25,256.85,1.0520337820698225,1.0,1.0,0.0,673.95,8080.0,10.0,5.0,0.0,23.0,54982
383928,383947,1882080374.0,1882080256.0,20,9808.0,CN,,79151.95,233225.0,238.75,34.9,-27712.6,1.3,27660.05,238.7,239.5,1.0028051560824234,1.0,1.0,0.0,-52.55,8080.0,10.0,5.0,0.0,23.0,54982
