,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
222093,222101,1093730610.0,1093730560.0,20,6939.0,US,,66400.75,0.0,10588.2,43.05,-17082501.45,43.975,17082370.85,11993.45,13314.25,1.109160923761492,1.0,1.3,0.6457091626297885,-130.6,80.0,1.0,5.0,1.0,19.0,591
222102,222110,1093730619.0,1093730560.0,20,6939.0,US,,66419.6,0.0,10713.25,43.45,-17082652.1,11.7,17976657.3,12151.25,13528.45,1.1115176158121411,1.0,1.25,0.6853654521351071,894005.2,80.0,1.0,5.0,1.0,19.0,591
222106,222114,1093730623.0,1093730560.0,20,6939.0,US,,66777.5,0.0,11010.1,45.9,-17978594.65,50.35,17978801.95,12519.55,13978.75,1.1154007585458667,1.0,1.25,0.5903427651566151,207.3,1200.0,1.0,5.0,1.0,19.0,591
222111,222119,1093730628.0,1093730560.0,20,6939.0,US,,66580.6,0.0,10804.7,45.75,-17081271.8,36.675,17976144.2,12268.7,14280.0,1.1679590983897472,1.0,1.3,0.6797643939833704,894872.4,80.0,1.0,5.0,1.0,19.0,591
222113,222121,1093730630.0,1093730560.0,20,6939.0,US,,66459.9,0.0,10815.6,44.95,-16186922.9,24.125,17081604.65,12256.1,13665.5,1.113193794830652,1.0,1.3,0.6829059439156662,894681.75,80.0,1.0,5.0,1.0,19.0,591
222114,222122,1093730631.0,1093730560.0,20,6939.0,US,,66734.9,0.0,10684.4,44.55,-17977768.1,-21.9,17978254.85,12113.4,13497.7,1.111013701461756,1.0,1.4,1.2639157297396766,486.75,80.0,1.0,5.0,1.0,19.0,591
222115,222123,1093730632.0,1093730560.0,20,6939.0,US,,66923.1,0.0,10220.0,41.5,-16187272.65,29.7,17081598.8,11539.6,12772.85,1.1042580779584792,1.0,1.35,1.2666636596674952,894326.15,80.0,1.0,5.0,1.0,19.0,591
222118,222126,1093730635.0,1093730560.0,20,6939.0,US,,66498.55,0.0,10511.6,42.6,-17978562.75,56.575,17083260.55,11892.2,13221.5,1.1098544334996965,1.0,1.25,0.5592948892751497,-895302.2,80.0,1.0,5.0,1.0,19.0,591
222119,222127,1093730636.0,1093730560.0,20,6939.0,US,,66153.65,0.0,10152.8,41.75,-17977124.4,41.55,17082252.8,11426.05,13361.45,1.1597623372698571,1.0,1.25,0.6732731018590623,-894871.6,80.0,1.0,5.0,1.0,19.0,591
222121,222129,1093730638.0,1093730560.0,20,6939.0,US,,66553.7,0.0,10225.8,42.1,-17082983.45,67.25,16187744.1,11520.7,12740.35,1.1043300158756633,1.0,1.2,0.6665786000905948,-895239.35,80.0,1.0,5.0,1.0,19.0,591
222126,222134,1093730643.0,1093730560.0,20,6939.0,US,,66110.3,0.0,10838.45,45.05,-16184876.4,33.125,17080233.55,12311.15,13726.0,1.1130561420422735,1.0,1.25,0.787311068135725,895357.15,80.0,1.0,5.0,1.0,19.0,591
222130,222138,1093730647.0,1093730560.0,20,6939.0,US,,66217.55,0.0,10295.1,41.55,-17082008.2,28.25,17081323.15,11608.5,12849.3,1.1051010376745365,1.0,1.2,0.5417215706679185,-685.05,80.0,1.0,5.0,1.0,19.0,591
222136,222144,1093730653.0,1093730560.0,20,6939.0,US,,66709.85,0.0,10830.7,43.95,-17978192.55,30.925,17978193.65,12305.6,13717.4,1.113063809744776,1.0,1.35,1.1123035891581057,1.1,80.0,1.0,5.0,1.0,19.0,591
222141,222149,1093730658.0,1093730560.0,20,6939.0,US,,66505.2,0.0,10999.7,45.5,-17081643.15,-42.9,17081386.85,12527.85,13990.35,1.115534213555578,1.0,1.45,1.0475702686002828,-256.3,80.0,1.0,5.0,1.0,19.0,591
222142,222150,1093730659.0,1093730560.0,20,6939.0,US,,66579.8,0.0,10509.4,43.35,-17081377.7,31.375,17976725.85,11918.15,13256.65,1.1093257000392551,1.0,1.15,0.3870181192972496,895348.15,80.0,1.0,5.0,1.0,19.0,591
222152,222160,1093730669.0,1093730560.0,20,6939.0,US,,66210.8,0.0,10463.5,43.0,-17976863.55,62.6,17977232.0,11847.3,13158.6,1.1079564484816715,1.0,1.35,1.090642308414054,368.45,80.0,1.0,5.0,1.0,19.0,591
222170,222178,1093735496.0,1093735424.0,20,6939.0,US,,67047.25,0.0,10762.55,44.0,-17976810.25,42.375,17082053.5,12215.2,13578.2,1.1105383387874297,1.0,1.35,0.8143224010937937,-894756.75,80.0,1.0,5.0,1.0,19.0,591
222198,222206,1093735524.0,1093735424.0,20,6939.0,US,,66086.6,0.0,10934.9,45.1,-16187667.95,79.475,17977909.5,12427.4,13872.05,1.114702510409725,1.0,1.35,1.029982486978099,1790241.55,80.0,1.0,5.0,1.0,19.0,591
