,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
217874,217882,1077855604.0,1077855488.0,20,6939.0,US,,66380.5,0.0,10854.75,44.65,-17083038.15,17.775,17083488.95,12351.4,13782.9,1.1138247700394923,1.0,1.3,0.8060976535781718,450.8,80.0,1.0,5.0,1.0,19.0,591
217893,217901,1077855624.0,1077855488.0,20,6939.0,US,,66449.6,0.0,11007.55,45.7,-17977802.3,52.225,17083645.5,12554.8,14031.95,1.1158306977271804,1.0,1.4,1.097931969696014,-894156.8,389.0,1.0,5.0,1.0,19.0,591
217894,217902,1077855626.0,1077855488.0,20,6939.0,US,,66649.75,0.0,10462.85,43.15,-17978178.5,16.475,17978325.85,11823.55,13101.3,1.1069581355047728,1.05,1.3,0.8428289283131232,147.35,80.0,1.0,5.0,1.0,19.0,591
217899,217907,1077855631.0,1077855488.0,20,6939.0,US,,66886.55,0.0,10865.6,44.25,-17977296.25,80.1,17977333.45,12338.85,13759.05,1.1135893820835392,1.0,1.2,0.561898292621532,37.2,80.0,1.0,5.0,1.0,19.0,591
217902,217910,1077855634.0,1077855488.0,20,6939.0,US,,66691.8,0.0,11114.15,45.5,-17977814.6,-3.9,17977426.0,12668.9,14189.65,1.1178817243431256,1.0,1.35,0.8913819612193002,-388.6,80.0,1.0,5.0,1.0,19.0,591
217905,217913,1077855637.0,1077855488.0,20,6939.0,US,,66794.25,0.0,10760.05,44.6,-17977850.35,59.8,17977355.2,12219.9,13616.55,1.1126002396640948,1.0,1.6,1.683211246911275,-495.15,80.0,1.0,5.0,1.0,19.0,591
217906,217914,1077855638.0,1077855488.0,20,6939.0,US,,65873.75,0.0,11163.55,45.85,-17978672.8,3.975,17978635.6,12719.25,14231.35,1.118382209889298,1.0,1.3,1.0093129212126375,-37.2,80.0,1.0,5.0,1.0,19.0,591
217907,217915,1077855639.0,1077855488.0,20,6939.0,US,,66821.7,0.0,11162.5,45.6,-17977090.6,28.5,17976463.65,12749.15,14911.05,1.1738680972185764,1.0,1.3,0.8053226002081815,-626.95,80.0,1.0,5.0,1.0,19.0,591
217911,217919,1077855644.0,1077855488.0,20,6939.0,US,,66555.95,0.0,10885.9,45.0,-17977812.55,19.675,17978116.4,12372.75,13795.5,1.1136540029039923,1.0,1.3,0.7742861503044735,303.85,80.0,1.0,5.0,1.0,19.0,591
217914,217922,1077855647.0,1077855488.0,20,6939.0,US,,66856.85,0.0,10744.75,44.45,-17977931.65,94.525,17978477.8,12178.75,13551.5,1.1118054073145287,1.0,1.2,0.5267256815887783,546.15,80.0,1.0,5.0,1.0,19.0,591
