,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
847289,847333,3337295877.0,3337295872.0,20,396982.0,US,,85154.9,0.0,142.9,102.55,-17979673.5,-31.375,17979568.35,18741.4,23682.2,1.2503595092390385,2.1,1.0,0.0,-105.15,3389.0,1.0,5.0,0.0,23.0,2935
847297,847341,3337295886.0,3337295872.0,20,396982.0,US,,85345.4,0.0,141.7,104.25,-17978721.9,109.775,17979104.55,18655.25,23616.35,1.2533670151093872,2.05,1.0,0.0,382.65,3389.0,1.0,5.0,0.0,23.0,2935
847298,847342,3337295887.0,3337295872.0,20,396982.0,US,,85387.1,0.0,144.75,103.85,-17979012.9,59.55,17979184.7,18693.05,23886.85,1.2703276109065496,2.15,1.0,0.0,171.8,3389.0,1.0,5.0,0.0,23.0,2935
847299,847343,3337295888.0,3337295872.0,20,396982.0,US,,85232.9,0.0,145.5,104.5,-17980409.9,3.725,17980160.75,19312.9,24153.8,1.2404561258540987,2.0,1.0,0.0,-249.15,3389.0,1.0,5.0,0.0,23.0,2935
847310,847354,3337295899.0,3337295872.0,20,396982.0,US,,85281.75,0.0,146.95,105.7,-17979542.65,-13.35,17979304.35,19215.05,24215.85,1.2484933568181755,2.0,1.0,0.0,-238.3,3389.0,1.0,5.0,0.0,23.0,2935
847316,847360,3337295905.0,3337295872.0,20,396982.0,US,,85246.25,0.0,146.05,104.45,-17979159.4,-9.05,17978377.8,19091.65,24008.85,1.250061662514399,2.0,1.0,0.0,-781.6,3389.0,1.0,5.0,0.0,23.0,2935
847409,847453,3337296001.0,3337295872.0,20,396982.0,US,,85343.85,0.0,145.95,105.7,-17980458.6,-42.925,17980161.35,18903.25,23961.9,1.2570090550699633,2.05,1.0,0.0,-297.25,3389.0,1.0,5.0,0.0,23.0,2935
847410,847454,3337296002.0,3337295872.0,20,396982.0,US,,85320.3,0.0,143.15,101.85,-17978666.8,89.55,17978885.45,18758.8,23451.6,1.2429548612158263,2.15,1.0,0.0,218.65,3389.0,1.0,5.0,0.0,23.0,2935
847414,847458,3337296006.0,3337295872.0,20,396982.0,US,,85154.05,0.0,145.05,105.05,-17979356.75,-104.6,17979303.45,18733.05,23949.7,1.2655051859307975,2.25,1.0,0.0,-53.3,3389.0,1.0,5.0,0.0,23.0,2935
847421,847465,3337296013.0,3337295872.0,20,396982.0,US,,85131.15,0.0,141.65,101.8,-17979042.45,-52.55,17979523.35,18578.45,23188.55,1.243614861768645,2.0,1.0,0.0,480.9,3389.0,1.0,5.0,0.0,23.0,2935
847426,847470,3337296018.0,3337295872.0,20,396982.0,US,,85270.75,0.0,144.9,103.1,-17979071.85,48.9,17979614.25,18801.95,23612.25,1.249568423816693,2.05,1.0,0.0,542.4,3389.0,1.0,5.0,0.0,23.0,2935
847431,847475,3337296023.0,3337295872.0,20,396982.0,US,,85287.65,0.0,147.05,107.45,-17978740.45,-41.75,17979678.2,19069.3,24231.0,1.261723436798929,2.1,1.0,0.0,937.75,3389.0,1.0,5.0,0.0,23.0,2935
847436,847480,3337296028.0,3337295872.0,20,396982.0,US,,85292.35,0.0,146.1,105.2,-17979238.45,-11.475,17978547.25,18794.2,23761.5,1.2559430857805047,2.1,1.0,0.0,-691.2,3389.0,1.0,5.0,0.0,23.0,2935
