,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
217917,217925,1077855650.0,1077855488.0,20,6939.0,US,,66328.1,0.0,10633.05,44.2,-17977410.3,42.075,17977044.05,12082.25,13434.6,1.1101266077951353,1.0,1.45,1.1815062155026612,-366.25,80.0,1.0,5.0,1.0,19.0,591
217918,217926,1077855651.0,1077855488.0,20,6939.0,US,,66231.45,0.0,10297.4,42.8,-16187604.7,122.7,17082798.9,11617.75,12882.45,1.10711460449664,1.0,1.45,1.3110774444241444,895194.2,80.0,1.0,5.0,1.0,19.0,591
217922,217930,1077855656.0,1077855488.0,20,6939.0,US,,67246.95,0.0,11312.5,47.2,-17978178.85,7.775,17978341.25,12929.55,15343.65,1.1770739249573985,1.0,1.4,0.9179767487234416,162.4,80.0,1.0,5.0,1.0,19.0,591
217925,217933,1077855659.0,1077855488.0,20,6939.0,US,,66849.65,0.0,11074.3,46.0,-17082971.75,28.4,17978522.45,12624.05,14129.6,1.1170521243685547,1.0,1.2,0.5085053273985467,895550.7,80.0,1.0,5.0,1.0,19.0,591
217930,217938,1077855664.0,1077855488.0,20,6939.0,US,,66566.45,0.0,11487.25,47.75,-17978147.05,18.1,17978016.4,13162.05,14812.55,1.122968118495633,1.0,1.35,0.9156794147536664,-130.65,80.0,1.0,5.0,1.0,19.0,591
217931,217939,1077855665.0,1077855488.0,20,6939.0,US,,66479.55,0.0,10741.8,43.85,-17978350.05,78.85,17978728.2,12186.95,13564.75,1.1112213270602074,1.0,1.65,1.7061126602793415,378.15,80.0,1.0,5.0,1.0,19.0,591
217934,217942,1077855668.0,1077855488.0,20,6939.0,US,,65874.05,0.0,10975.95,44.2,-17976560.0,38.4,17977637.35,12525.1,14014.1,1.1162019671755652,1.0,1.6,1.298716582842944,1077.35,80.0,1.0,5.0,1.0,19.0,591
217942,217950,1077855677.0,1077855488.0,20,6939.0,US,,66166.15,0.0,11027.35,44.45,-17977654.7,25.525,17977315.5,12565.3,14049.3,1.116455169109421,1.0,1.4,1.0569024437211307,-339.2,80.0,1.0,5.0,1.0,19.0,591
217944,217952,1077855679.0,1077855488.0,20,6939.0,US,,67040.95,0.0,11286.65,46.3,-17977049.75,93.575,17081700.75,12942.65,14504.7,1.1183547134202123,1.0,1.25,0.6211371475169483,-895349.0,80.0,1.0,5.0,1.0,19.0,591
217946,217954,1077855681.0,1077855488.0,20,6939.0,US,,65857.6,0.0,10397.2,42.8,-17081989.5,51.675,17082829.35,11749.35,13025.55,1.1071743524117748,1.0,1.5,1.490112942499059,839.85,80.0,1.0,5.0,1.0,19.0,591
