,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
847345,847389,3337295937.0,3337295872.0,20,396982.0,US,,85657.6,0.0,304.0,172.05,-17979417.75,-26.425,17979517.55,33675.75,50827.0,1.512819927091256,2.2,1.0,0.0,99.8,22.0,1.0,5.0,0.0,23.0,2933
847346,847390,3337295938.0,3337295872.0,20,396982.0,US,,85585.2,0.0,303.6,170.45,-17979291.95,-70.4,17979240.7,34074.7,50754.65,1.4935374982570644,2.3,1.0,0.0,-51.25,22.0,1.0,5.0,0.0,23.0,2933
847354,847398,3337295946.0,3337295872.0,20,396982.0,US,,85654.0,0.0,299.95,169.65,-17979216.65,25.05,17979307.0,33407.15,49646.75,1.4905335857911854,2.25,1.0,0.0,90.35,22.0,1.0,5.0,0.0,23.0,2933
847358,847402,3337295950.0,3337295872.0,20,396982.0,US,,85579.1,0.0,301.3,170.5,-17979277.25,-42.375,17979134.55,33347.05,50005.65,1.50269776657133,2.25,1.0,0.0,-142.7,22.0,1.0,5.0,0.0,23.0,2933
847365,847409,3337295957.0,3337295872.0,20,396982.0,US,,85625.1,0.0,306.25,171.3,-17979132.1,-178.825,17979039.7,33712.15,51320.1,1.5240909580115294,2.1,1.0,0.0,-92.4,22.0,1.0,5.0,0.0,23.0,2933
847373,847417,3337295965.0,3337295872.0,20,396982.0,US,,85633.55,0.0,302.9,170.0,-17979045.6,115.425,17979427.45,33456.7,50319.5,1.505166689653279,2.25,1.0,0.0,381.85,22.0,1.0,5.0,0.0,23.0,2933
847377,847421,3337295969.0,3337295872.0,20,396982.0,US,,85615.75,0.0,303.85,169.4,-17979921.25,-191.4,17979950.85,33657.3,50709.7,1.507640657170578,2.25,1.0,0.0,29.6,22.0,1.0,5.0,0.0,23.0,2933
847385,847429,3337295977.0,3337295872.0,20,396982.0,US,,85595.3,0.0,298.9,170.35,-17979255.5,-19.8,17978616.3,33215.85,50008.75,1.504182185810997,2.1,1.0,0.0,-639.2,22.0,1.0,5.0,0.0,23.0,2933
847387,847431,3337295979.0,3337295872.0,20,396982.0,US,,85673.0,0.0,303.15,170.75,-17978947.6,29.325,17979643.25,33886.05,50850.1,1.5048620741226049,2.3,1.0,0.0,695.65,22.0,1.0,5.0,0.0,23.0,2933
847388,847432,3337295980.0,3337295872.0,20,396982.0,US,,85577.55,0.0,301.8,170.0,-17979440.0,76.025,17979622.1,33758.25,50619.9,1.5001408321757783,2.05,1.0,0.0,182.1,22.0,1.0,5.0,0.0,23.0,2933
847478,847522,3337296077.0,3337295872.0,20,396982.0,US,,85559.3,0.0,307.3,172.4,-17979341.05,-52.3,17979182.6,34125.05,51163.85,1.5016286994623915,2.15,1.0,0.0,-158.45,22.0,1.0,5.0,0.0,23.0,2933
847488,847532,3337296088.0,3337295872.0,20,396982.0,US,,85608.55,0.0,310.8,172.9,-17979447.65,-62.275,17979438.4,34281.95,51829.85,1.5132204091267396,2.15,1.0,0.0,-9.25,22.0,1.0,5.0,0.0,23.0,2933
