,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
558920,558952,2160544330.0,2160544256.0,1,14061.0,SG,Singapore,110.0,0.0,1.0,1.0,-17542.0,-1.0,17754.0,11998.0,11998.0,1.0,3.0,1.0,0.0,212.0,22.0,11.0,5.0,18.0,18.0,90664
558952,558984,2160549067.0,2160548864.0,1,14061.0,SG,Singapore,1130.0,3000.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,1.0,0.0,0.0,80.0,11.0,4.0,6.0,6.0,90664
558976,559008,2160553809.0,2160553728.0,1,14061.0,SG,Singapore,63.0,6000.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,993.0,11.0,4.0,9.0,9.0,90664
559029,559061,2160566388.0,2160566272.0,1,14061.0,SG,Singapore,15.0,3000.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,22.0,11.0,4.0,2.0,2.0,90664
559062,559094,2160574980.0,2160574976.0,1,14061.0,SG,Singapore,11.0,1000.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,8.0,1.0,1.0,0.0,0.0,22.0,11.0,4.0,6.0,6.0,90664
559065,559097,2160575388.0,2160575232.0,1,14061.0,SG,Singapore,47.0,4000.0,2.0,2.0,0.0,0.0,0.0,2.0,10.0,5.0,1.0,1.0,0.0,0.0,443.0,11.0,4.0,6.0,6.0,90664
559068,559100,2160577289.0,2160577280.0,1,14061.0,SG,Singapore,1328.0,3000.0,31.0,12.0,-19603.0,0.0,17506.0,16.0,131.0,8.1875,1.0,1.0,0.0,-2097.0,443.0,11.0,5.0,3.0,4.0,90664
559098,559130,2160581759.0,2160581632.0,1,14061.0,SG,Singapore,662.0,0.0,2.0,1.0,-8834.0,1.0,8830.0,51425.0,51425.0,1.0,1.0,1.0,0.0,-4.0,22.0,11.0,2.0,17.0,17.0,90664
559099,559131,2160581841.0,2160581632.0,1,14061.0,SG,Singapore,7.0,2000.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,22.0,11.0,4.0,6.0,6.0,90664
559109,559141,2160584776.0,2160584704.0,1,14061.0,SG,Singapore,196.0,2000.0,6.0,3.0,-12.0,0.0,12.0,3.0,29.0,9.666666666666666,1.0,1.0,0.0,0.0,1081.0,11.0,5.0,23.0,23.0,90664
559118,559150,2160586358.0,2160586240.0,1,14061.0,SG,Singapore,3.0,1500.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,443.0,11.0,4.0,6.0,6.0,90664
559122,559154,2160587709.0,2160587520.0,1,14061.0,SG,Singapore,59.0,1000.0,1.0,1.0,-3044.0,-49.0,3072.0,53.0,53.0,1.0,1.0,1.0,0.0,28.0,22.0,11.0,5.0,7.0,7.0,90664
559132,559164,2160590437.0,2160590336.0,1,14061.0,SG,Singapore,1271.0,5000.0,2.0,3.0,-30652.0,2895.0,37149.0,24.0,24.0,1.0,1.0,1.0,0.0,6497.0,22.0,11.0,6.0,15.0,15.0,90664
