,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
847332,847376,3337295921.0,3337295872.0,20,396982.0,US,,85572.15,0.0,295.95,166.85,-17979206.6,-56.25,17979167.45,32822.65,49187.4,1.49780692389296,2.1,1.0,0.0,-39.15,22.0,1.0,5.0,0.0,23.0,2933
847341,847385,3337295930.0,3337295872.0,20,396982.0,US,,85637.65,0.0,298.65,169.05,-17979262.35,-85.625,17979631.85,33096.1,49575.45,1.4982491900126669,2.15,1.0,0.0,369.5,22.0,1.0,5.0,0.0,23.0,2933
847343,847387,3337295932.0,3337295872.0,20,396982.0,US,,85654.45,0.0,294.75,167.7,-17978932.6,-18.4,17978546.15,32617.15,48944.7,1.505143290204437,2.35,1.0,0.0,-386.45,22.0,1.0,5.0,0.0,23.0,2933
847344,847388,3337295936.0,3337295872.0,20,396982.0,US,,85580.95,0.0,303.0,169.7,-17979539.35,-128.475,17979315.45,33623.8,50294.2,1.499309628979444,2.2,1.0,0.0,-223.9,22.0,1.0,5.0,0.0,23.0,2933
847351,847395,3337295943.0,3337295872.0,20,396982.0,US,,85622.15,0.0,304.55,172.25,-17979392.2,-7.925,17979396.35,33494.8,50159.65,1.5061950007358007,2.25,1.0,0.0,4.15,22.0,1.0,5.0,0.0,23.0,2933
847356,847400,3337295948.0,3337295872.0,20,396982.0,US,,85603.5,0.0,305.85,170.6,-17980124.15,-124.625,17979968.65,33559.9,50624.05,1.5144775930700265,2.15,1.0,0.0,-155.5,22.0,1.0,5.0,0.0,23.0,2933
847360,847404,3337295952.0,3337295872.0,20,396982.0,US,,85588.5,0.0,301.65,170.45,-17979880.65,11.55,17979599.55,33641.75,50588.85,1.5050725552046464,2.2,1.0,0.0,-281.1,22.0,1.0,5.0,0.0,23.0,2933
847367,847411,3337295959.0,3337295872.0,20,396982.0,US,,85665.2,0.0,301.65,170.85,-17979532.4,2.8,17979890.9,33516.75,50585.45,1.5137720743931238,2.2,1.0,0.0,358.5,22.0,1.0,5.0,0.0,23.0,2933
847368,847412,3337295960.0,3337295872.0,20,396982.0,US,,85581.95,0.0,301.1,171.3,-17979400.9,-49.0,17979116.6,33789.5,50263.7,1.4907541611099455,2.15,1.0,0.0,-284.3,22.0,1.0,5.0,0.0,23.0,2933
847442,847486,3337296036.0,3337295872.0,20,396982.0,US,,85635.65,0.0,298.7,170.9,-17979811.2,19.2,17979644.25,32818.6,49367.0,1.507203356714983,2.15,1.0,0.0,-166.95,22.0,1.0,5.0,0.0,23.0,2933
847448,847492,3337296042.0,3337295872.0,20,396982.0,US,,85599.4,0.0,310.25,170.65,-17980218.2,49.275,17979991.7,33969.65,51038.25,1.5048201386856517,2.1,1.0,0.0,-226.5,22.0,1.0,5.0,0.0,23.0,2933
847454,847498,3337296048.0,3337295872.0,20,396982.0,US,,85609.1,0.0,301.9,169.6,-17979116.6,26.175,17979338.65,33068.2,49849.55,1.5100247505405848,2.15,1.0,0.0,222.05,22.0,1.0,5.0,0.0,23.0,2933
