,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
856719,856764,3453099829.0,3453099776.0,20,396982.0,US,,85690.35,0.0,315.6,173.85,-17979583.65,-7.475,17979478.6,34029.45,52108.15,1.5327158739947366,2.1,1.0,0.0,-105.05,3389.0,1.0,5.0,0.0,23.0,2931
856725,856770,3453099835.0,3453099776.0,20,396982.0,US,,85506.15,0.0,313.0,175.35,-17978928.55,-43.05,17978934.85,34167.25,51732.9,1.5170699561351142,2.1,1.0,0.0,6.3,3389.0,1.0,5.0,0.0,23.0,2931
856734,856779,3453099848.0,3453099776.0,20,396982.0,US,,85540.0,0.0,317.75,176.5,-17980032.45,-31.3,17979765.5,34640.5,53252.85,1.5371166766269062,2.3,1.0,0.0,-266.95,3389.0,1.0,5.0,0.0,23.0,2931
856742,856787,3453099857.0,3453099776.0,20,396982.0,US,,85646.85,0.0,322.6,176.3,-17978772.15,-41.275,17979064.35,34851.2,53936.0,1.553770571331188,2.2,1.0,0.0,292.2,3389.0,1.0,5.0,0.0,23.0,2931
856746,856791,3453099861.0,3453099776.0,20,396982.0,US,,85664.15,0.0,318.7,175.6,-17979410.45,10.85,17979534.9,34582.55,53395.6,1.5435347030074025,2.25,1.0,0.0,124.45,3389.0,1.0,5.0,0.0,23.0,2931
856752,856797,3453099867.0,3453099776.0,20,396982.0,US,,85698.6,0.0,319.6,177.05,-17979827.6,122.225,17979636.2,34816.75,53203.4,1.5303476606053372,2.3,1.0,0.0,-191.4,3389.0,1.0,5.0,0.0,23.0,2931
856754,856799,3453099869.0,3453099776.0,20,396982.0,US,,85581.05,0.0,316.75,176.8,-17979158.35,2.8,17979249.15,34690.4,53191.5,1.5344143272818789,2.25,1.0,0.0,90.8,3389.0,1.0,5.0,0.0,23.0,2931
856760,856805,3453099875.0,3453099776.0,20,396982.0,US,,85650.05,0.0,319.8,175.25,-17979213.5,136.525,17979634.3,35069.5,53297.4,1.5221486212492128,2.25,1.0,0.0,420.8,3389.0,1.0,5.0,0.0,23.0,2931
856805,856850,3453099938.0,3453099776.0,20,396982.0,US,,85660.65,0.0,299.15,169.6,-17979736.1,74.35,17979787.4,33093.3,49505.35,1.498770110742392,2.15,1.0,0.0,51.3,3389.0,1.0,5.0,0.0,23.0,2931
856808,856853,3453099941.0,3453099776.0,20,396982.0,US,,85599.6,0.0,295.75,169.05,-17979120.15,128.875,17978908.9,32874.05,48851.45,1.4925170277491189,2.25,1.0,0.0,-211.25,3389.0,1.0,5.0,0.0,23.0,2931
