,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
656947,656984,2680888899.0,2680888832.0,3,14061.0,CA,Toronto,41343.0,2000.0,6961.0,8.666666666666666,-11984604.333333334,-135.66666666666666,11986605.666666666,832.3333333333334,9112.333333333334,8.181290839876953,1.0,1.0,0.0,2001.3333333333333,80.0,1.0,5.0,0.0,8.0,21083
681783,681821,2856354673.0,2856354560.0,3,14061.0,AU,Sydney,32743.666666666668,333.3333333333333,6158.666666666667,1.6666666666666667,-11994327.333333334,271.1666666666667,11994849.0,6681.666666666667,9192.0,1.8152750783596427,1.0,1.0,0.0,521.6666666666666,22.0,1.0,5.0,0.0,22.0,21083
681829,681867,2856355676.0,2856355584.0,1,14061.0,AU,Sydney,36962.0,1000.0,6963.0,4.0,-17970884.0,-477.0,17978431.0,2001.0,8001.0,3.998500749625187,1.0,1.0,0.0,7547.0,82.0,1.0,5.0,12.0,23.0,21083
681882,681920,2856356896.0,2856356864.0,2,14061.0,AU,Sydney,40205.0,1000.0,6728.5,7.0,-17978881.0,880.75,17977797.0,1198.0,7786.5,6.499582637729549,1.0,1.0,0.0,-1084.0,3000.0,1.0,5.0,0.0,6.0,21083
681904,681942,2856357487.0,2856357376.0,3,14061.0,AU,Sydney,35743.333333333336,1666.6666666666667,7879.666666666667,9.666666666666666,-17986360.333333332,408.1666666666667,17980602.666666668,912.0,11219.333333333334,9.265704357123765,1.0,1.0,0.0,-5757.666666666667,888.0,1.0,5.0,0.0,23.0,21083
681934,681972,2856358878.0,2856358656.0,3,14061.0,AU,Sydney,33801.333333333336,1333.3333333333333,8024.0,9.666666666666666,-6023668.0,332.3333333333333,54912.0,1180.0,11579.333333333334,9.658895364973633,1.0,1.0,0.0,-5968756.0,22.0,1.0,5.0,0.0,23.0,21083
681959,681997,2856359563.0,2856359424.0,3,14061.0,AU,Sydney,35378.0,1666.6666666666667,7840.0,10.0,-12001233.0,130.0,6028727.666666667,1215.6666666666667,19750.0,16.112829690093026,1.0,1.0,0.0,-5972505.333333333,888.0,1.0,5.0,0.0,23.0,21083
681976,682014,2856360100.0,2856359936.0,3,14061.0,AU,Sydney,31758.0,1000.0,7447.666666666667,10.0,-11995313.0,-416.1666666666667,12000426.666666666,948.3333333333334,11552.0,9.56515885837372,1.0,1.0,0.0,5113.666666666667,888.0,1.0,5.0,0.0,23.0,21083
681994,682032,2856360520.0,2856360448.0,3,14061.0,AU,Sydney,41297.0,666.6666666666666,7040.333333333333,2.6666666666666665,-11984358.333333334,49.66666666666666,11979527.666666666,2160.0,10634.0,3.6859636244210394,1.0,1.0,0.0,-4830.666666666667,22.0,1.0,5.0,0.0,13.0,21083
682022,682060,2856361282.0,2856361216.0,4,14061.0,AU,Sydney,39254.0,1000.0,8261.0,8.25,-17985940.75,77.75,17987308.0,2253.25,10890.0,5.637399071766793,1.0,1.0,0.0,1367.25,22.0,1.0,5.0,0.0,9.0,21083
682076,682114,2856363972.0,2856363776.0,3,14061.0,AU,Sydney,35821.666666666664,2000.0,6689.333333333333,8.0,-17992899.666666668,-656.3333333333334,17987471.333333332,908.0,9219.333333333334,7.606783253842078,1.0,1.0,0.0,-5428.333333333333,888.0,1.0,5.0,0.0,23.0,21083
682087,682125,2856364452.0,2856364288.0,3,14061.0,AU,Sydney,35850.666666666664,2666.6666666666665,6248.333333333333,7.0,-17992974.333333332,-51.333333333333336,17991071.666666668,915.3333333333334,8197.0,6.622908622908622,1.0,1.0,0.0,-1902.6666666666667,888.0,1.0,5.0,0.0,23.0,21083
682098,682136,2856364883.0,2856364800.0,3,14061.0,AU,Sydney,32201.666666666668,1666.6666666666667,7609.333333333333,10.0,-17985849.333333332,34.333333333333336,17982371.333333332,880.0,11526.0,9.620242914979755,1.0,1.0,0.0,-3478.0,888.0,1.0,5.0,0.0,23.0,21083
682343,682381,2856372819.0,2856372736.0,3,14061.0,AU,Sydney,32201.33333333333,0.0,6286.666666666667,1.6666666666666667,-3662.3333333333335,0.0,3508.6666666666665,2034.3333333333333,7994.666666666667,3.309103034344782,1.0,1.0,0.0,-153.66666666666666,888.0,1.0,5.0,0.0,23.0,21083
