,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
228908,228916,1246899974.0,1246899968.0,20,6939.0,US,,65635.6,0.0,9957.35,40.65,-17978902.65,-12.75,17977699.8,11196.45,12346.85,1.1004832281462875,1.0,1.25,0.860240006950975,-1202.85,636.0,1.0,5.0,1.0,19.0,582
228909,228917,1246899975.0,1246899968.0,20,6939.0,US,,66243.65,0.0,10889.65,44.05,-17978486.7,37.75,17977623.15,12383.8,13814.1,1.1138777624483176,1.0,1.3,0.6973755918655489,-863.55,2000.0,1.0,5.0,1.0,19.0,582
228911,228919,1246899977.0,1246899968.0,20,6939.0,US,,66859.7,0.0,10472.65,43.05,-17081719.55,42.55,17082207.3,11819.3,13740.55,1.163584187301988,1.0,1.35,0.9012031548075456,487.75,80.0,1.0,5.0,1.0,19.0,582
228913,228921,1246899979.0,1246899968.0,20,6939.0,US,,66059.75,0.0,10190.65,41.6,-17083207.95,3.1,17082909.6,11499.65,12711.8,1.1033450587389413,1.0,1.25,0.782231505934566,-298.35,80.0,1.0,5.0,1.0,19.0,582
228914,228922,1246899980.0,1246899968.0,20,6939.0,US,,66432.8,0.0,10481.4,42.3,-17978549.5,29.125,17979331.6,11851.7,13163.25,1.1080701779820672,1.0,1.4,0.8634156411951526,782.1,80.0,1.0,5.0,1.0,19.0,582
228915,228923,1246899981.0,1246899968.0,20,6939.0,US,,66387.55,0.0,10482.8,43.4,-17978468.5,-22.15,17978040.25,11859.95,13170.2,1.108300374079716,1.0,1.4,1.1434099369741708,-428.25,80.0,1.0,5.0,1.0,19.0,582
228916,228924,1246899982.0,1246899968.0,20,6939.0,US,,66147.45,0.0,10089.05,41.0,-17975731.55,19.475,17976619.65,11321.2,12518.0,1.1038174173587354,1.0,1.4,0.93212775831426,888.1,80.0,1.0,5.0,1.0,19.0,582
228917,228925,1246899983.0,1246899968.0,20,6939.0,US,,66506.35,0.0,10653.35,43.45,-17977976.55,107.75,17977971.1,12075.1,13434.55,1.1109500814687283,1.0,1.35,0.759235180447871,-5.45,80.0,1.0,5.0,1.0,19.0,582
228918,228926,1246899984.0,1246899968.0,20,6939.0,US,,66234.05,0.0,10636.65,43.95,-17978526.4,99.875,17979112.65,12064.95,13420.5,1.1099690033471192,1.0,1.2,0.6484874636760356,586.25,80.0,1.0,5.0,1.0,19.0,582
228919,228927,1246899985.0,1246899968.0,20,6939.0,US,,66428.2,0.0,10564.45,44.3,-17978376.05,74.5,17978307.8,11952.35,13290.2,1.110245369771079,1.0,1.35,0.8309732315179745,-68.25,80.0,1.0,5.0,1.0,19.0,582
228921,228929,1246899987.0,1246899968.0,20,6939.0,US,,66404.25,0.0,10319.5,43.0,-17977003.6,3.75,17976461.05,11636.4,12910.25,1.1068688017171278,1.0,1.4,0.9284178369467482,-542.55,80.0,1.0,5.0,1.0,19.0,582
228923,228931,1246899989.0,1246899968.0,20,6939.0,US,,66996.75,0.0,10204.3,41.85,-16185377.55,76.925,16186842.1,11500.8,12729.7,1.1050161311551625,1.0,1.25,0.7692781799548623,1464.55,80.0,1.0,5.0,1.0,19.0,582
228924,228932,1246899990.0,1246899968.0,20,6939.0,US,,66165.85,0.0,9628.2,39.9,-17978650.3,31.925,17978687.8,10773.8,11823.45,1.0957170468344746,1.0,1.2,0.5351917568986874,37.5,80.0,1.0,5.0,1.0,19.0,582
228929,228937,1246899995.0,1246899968.0,20,6939.0,US,,66539.15,0.0,10359.15,41.95,-17080638.1,-3.25,17080752.65,11701.75,12971.2,1.1062173179642396,1.0,1.3,0.6526766577810056,114.55,389.0,1.0,5.0,1.0,19.0,582
228933,228941,1246899999.0,1246899968.0,20,6939.0,US,,66534.3,0.0,10245.4,43.55,-17978826.45,-3.95,17979291.25,11556.5,12770.65,1.1034629358747283,1.0,1.25,0.6593893473346422,464.8,80.0,1.0,5.0,1.0,19.0,582
228937,228945,1246900003.0,1246899968.0,20,6939.0,US,,66140.45,0.0,10255.25,41.65,-16187684.9,101.7,17082287.05,11562.3,13540.55,1.1616809615423258,1.0,1.35,0.930778040907855,894602.15,80.0,1.0,5.0,1.0,19.0,582
228938,228946,1246900004.0,1246899968.0,20,6939.0,US,,67173.65,0.0,10651.4,44.6,-17082109.75,30.075,17082846.9,12066.3,13976.35,1.1648750572851188,1.0,1.25,0.83236758730004,737.15,80.0,1.0,5.0,1.0,19.0,582
228948,228956,1246900014.0,1246899968.0,20,6939.0,US,,65818.05,0.0,10039.1,42.1,-17978696.45,2.7,17979106.45,11267.85,12440.3,1.1023904218417784,1.0,1.25,0.7224969236001189,410.0,80.0,1.0,5.0,1.0,19.0,582
228964,228972,1246900030.0,1246899968.0,20,6939.0,US,,65935.95,0.0,9615.6,40.25,-17978649.9,-1.125,17978514.9,10740.8,11800.5,1.0971083779937794,1.0,1.25,0.6466454787538136,-135.0,389.0,1.0,5.0,1.0,19.0,582
