,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
217834,217842,1077855561.0,1077855488.0,20,6939.0,US,,66527.55,0.0,10572.45,42.45,-17080381.0,92.425,17081091.95,11984.2,13318.45,1.1094481590130845,1.0,1.25,0.7463027959018268,710.95,80.0,1.0,5.0,1.0,19.0,591
217839,217847,1077855567.0,1077855488.0,20,6939.0,US,,66460.9,0.0,11233.8,46.25,-17977763.2,97.875,17977111.8,12846.8,14385.85,1.117068735180308,1.0,1.3,0.6670371885327475,-651.4,80.0,1.0,5.0,1.0,19.0,591
217843,217851,1077855571.0,1077855488.0,20,6939.0,US,,66991.1,0.0,11227.6,46.85,-17977830.8,28.125,17977153.1,12830.2,14365.0,1.1177254413213498,1.0,1.3,0.9095926025932124,-677.7,389.0,1.0,5.0,1.0,19.0,591
217845,217853,1077855573.0,1077855488.0,20,6939.0,US,,66481.3,0.0,11271.9,46.3,-17976979.3,80.425,17977685.55,12880.95,14442.9,1.1192990313734366,1.0,1.4,0.870715395503699,706.25,80.0,1.0,5.0,1.0,19.0,591
217851,217859,1077855579.0,1077855488.0,20,6939.0,US,,67694.2,0.0,11283.3,46.6,-17976338.55,4.8,17976934.75,12927.15,15173.0,1.175165580490455,1.0,1.25,0.6622396025885061,596.2,80.0,1.0,5.0,1.0,19.0,591
217857,217865,1077855586.0,1077855488.0,20,6939.0,US,,66827.45,0.0,11321.05,47.2,-17978018.65,-35.05,17977734.65,12936.7,14507.65,1.1201213420255145,1.0,1.4,0.8025787377343636,-284.0,80.0,1.0,5.0,1.0,19.0,591
217858,217866,1077855587.0,1077855488.0,20,6939.0,US,,67287.05,0.0,10873.9,45.25,-17977483.35,78.075,17978364.6,12351.45,13761.7,1.1129951582680948,1.0,1.35,1.085845357497179,881.25,80.0,1.0,5.0,1.0,19.0,591
217864,217872,1077855593.0,1077855488.0,20,6939.0,US,,66653.5,0.0,11228.9,46.5,-17082459.0,2.05,17976644.95,12845.8,14409.65,1.1185566999050238,1.0,1.25,0.6529983952936926,894185.95,636.0,1.0,5.0,1.0,19.0,591
217866,217874,1077855596.0,1077855488.0,20,6939.0,US,,66810.4,0.0,10652.6,43.55,-17083117.7,7.7,17082402.55,12078.6,13437.3,1.1106934899344134,1.0,1.25,0.7372995333989072,-715.15,80.0,1.0,5.0,1.0,19.0,591
217872,217880,1077855602.0,1077855488.0,20,6939.0,US,,65932.1,0.0,11239.65,46.65,-17082274.3,20.7,17082263.7,12846.9,14411.4,1.1201335059894597,1.0,1.3,0.9587485216910032,-10.6,80.0,1.0,5.0,1.0,19.0,591
217877,217885,1077855607.0,1077855488.0,20,6939.0,US,,66563.6,0.0,11354.5,47.8,-17977799.9,73.425,17082047.3,12978.8,14584.0,1.1221100216691702,1.0,1.35,0.754649896568735,-895752.6,80.0,1.0,5.0,1.0,19.0,591
217888,217896,1077855619.0,1077855488.0,20,6939.0,US,,66109.4,0.0,10919.25,45.15,-17978827.15,52.15,17977972.3,12433.55,13870.45,1.1137516067744555,1.0,1.4,0.9504416986240424,-854.85,80.0,1.0,5.0,1.0,19.0,591
217891,217899,1077855622.0,1077855488.0,20,6939.0,US,,66306.7,0.0,11342.05,46.55,-17978125.55,-57.6,17977586.6,12998.15,14596.7,1.120559288528598,1.0,1.25,0.7575115645294678,-538.95,80.0,1.0,5.0,1.0,19.0,591
217895,217903,1077855627.0,1077855488.0,20,6939.0,US,,66052.55,0.0,10950.3,44.95,-17978004.2,25.5,17083087.45,12445.85,13891.85,1.114772630692127,1.0,1.25,0.8915268002342932,-894916.75,80.0,1.0,5.0,1.0,19.0,591
217900,217908,1077855632.0,1077855488.0,20,6939.0,US,,66483.35,0.0,10819.8,43.65,-17081087.1,-10.2,17080631.1,12313.65,13722.15,1.1126095652385322,1.0,1.15,0.3330195738590362,-456.0,80.0,1.0,5.0,1.0,19.0,591
217926,217934,1077855660.0,1077855488.0,20,6939.0,US,,66817.55,0.0,11341.5,45.9,-17083389.5,-4.65,17977946.45,12984.8,14550.85,1.1194077275756766,1.0,1.35,0.9783031713177652,894556.95,80.0,1.0,5.0,1.0,19.0,591
217928,217936,1077855662.0,1077855488.0,20,6939.0,US,,66081.9,0.0,10915.95,44.85,-17978064.1,56.15,17976793.85,12434.4,13856.6,1.1128983287649874,1.0,1.15,0.3566785561308775,-1270.25,80.0,1.0,5.0,1.0,19.0,591
217935,217943,1077855669.0,1077855488.0,20,6939.0,US,,66907.45,0.0,10767.8,45.45,-17978478.05,0.85,17978536.1,12226.85,13615.75,1.1120443841819758,1.0,1.2,0.4729808100078062,58.05,80.0,1.0,5.0,1.0,19.0,591
217949,217957,1077855684.0,1077855488.0,20,6939.0,US,,66797.0,0.0,11346.7,46.05,-17977869.85,0.95,17978323.3,12979.65,14567.95,1.1203692283838986,1.0,1.4,0.8784063519847907,453.45,80.0,1.0,5.0,1.0,19.0,591
217962,217970,1077855698.0,1077855488.0,20,6939.0,US,,66098.85,0.0,10984.4,45.5,-17977944.85,48.75,17977210.4,12508.7,13973.2,1.115769571632074,1.0,1.3,0.6567958927603381,-734.45,80.0,1.0,5.0,1.0,19.0,591
217970,217978,1077855706.0,1077855488.0,20,6939.0,US,,66785.6,0.0,11185.8,47.0,-16186037.15,88.175,17081462.95,12765.85,14302.95,1.1187285121485773,1.0,1.35,0.8569022473811071,895425.8,80.0,1.0,5.0,1.0,19.0,591
217971,217979,1077855707.0,1077855488.0,20,6939.0,US,,66722.2,0.0,10331.15,42.55,-17082013.35,5.95,17081187.8,11660.55,12923.05,1.1060461754564257,1.0,1.25,0.6257646380936546,-825.55,80.0,1.0,5.0,1.0,19.0,591
217986,217994,1077855723.0,1077855488.0,20,6939.0,US,,66947.15,0.0,11382.85,47.1,-17977649.05,35.775,17977640.8,13044.15,15372.05,1.177853103709328,1.0,1.4,0.9362129886441468,-8.25,80.0,1.0,5.0,1.0,19.0,591
222184,222192,1093735510.0,1093735424.0,20,6939.0,US,,66852.65,0.0,10707.95,43.4,-17978000.8,79.975,17977529.05,12143.55,13535.55,1.1118187951868026,1.0,1.3,0.7075284857307113,-471.75,80.0,1.0,5.0,1.0,19.0,591
