,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
77729,77734,613098746.0,613098496.0,15,56046.0,CN,,36331.6,0.0,2.6,1.8,-12768.466666666667,6.5,12781.333333333334,13635.333333333334,14752.133333333331,1.0776269397318563,1.6666666666666667,1.0,0.0,12.866666666666667,2375.0,11.0,5.0,0.0,23.0,43430
95631,95636,661342708.0,661342464.0,11,37963.0,CN,Beijing,38286.36363636364,818.1818181818181,3.0,1.9090909090909087,-14930.454545454546,-16.363636363636363,15058.454545454546,4051.909090909091,4578.363636363636,1.1178831206745166,1.0909090909090908,1.0,0.0,128.0,8090.0,11.0,5.0,0.0,20.0,43430
110078,110083,692205118.0,692205056.0,10,29571.0,CI,Abidjan,40359.8,1900.0,205.7,1.1,-2459.7,0.0,2602.3,207.1,414.4,1.9986771446121232,1.0,1.0,0.0,142.6,22.0,11.0,6.0,0.0,23.0,43430
119150,119155,707990898.0,707990784.0,14,56005.0,CN,,40628.28571428572,7714.285714285715,11.928571428571429,2.0,0.0,0.0,0.0,6.0,69.78571428571429,13.190100250626568,1.0714285714285714,1.0,0.0,0.0,22.0,11.0,4.0,3.0,19.0,43430
119158,119163,707991162.0,707991040.0,15,56005.0,CN,,41245.93333333333,4133.333333333333,8.133333333333333,2.0,0.0,0.0,0.0,4.133333333333334,45.53333333333333,11.102626262626265,1.0,1.0,0.0,0.0,22.0,11.0,4.0,2.0,21.0,43430
119169,119174,707997328.0,707997184.0,13,56005.0,CN,,35569.38461538462,3346.153846153846,28.53846153846154,2.0,0.0,0.0,0.0,14.538461538461538,117.46153846153848,8.306564987807224,1.0,1.0,0.0,0.0,22.0,11.0,4.0,0.0,19.0,43430
142740,142745,783685112.0,783684864.0,12,43847.0,DE,,35855.333333333336,3250.0,16.583333333333332,1.1666666666666667,-9.333333333333334,0.0833333333333333,657.3333333333334,16.0,66.83333333333333,4.321717171717172,1.0,1.0,0.0,648.0,22.0,11.0,4.0,1.0,22.0,43430
146985,146990,795506157.0,795505920.0,11,37963.0,CN,Shenzhen,38123.90909090909,0.0,91.72727272727272,17.545454545454547,0.2727272727272727,0.2727272727272727,0.2727272727272727,889.0909090909091,1667.3636363636365,28.20342056932966,1.0,1.0,0.0,0.0,2382.0,11.0,4.0,0.0,7.0,43430
157141,157146,837526897.0,837526784.0,13,45090.0,CN,,42990.769230769234,384.61538461538464,38.23076923076923,11.153846153846152,0.0,0.0,0.0,8.76923076923077,99.53846153846152,14.434215311874889,1.0,1.0,0.0,0.0,22.0,11.0,4.0,0.0,17.0,43430
182233,182240,997127098.0,997126912.0,13,37963.0,CN,Beijing,36987.230769230766,6923.076923076923,15.76923076923077,1.9230769230769231,0.0,0.0,0.0,8.0,102.84615384615384,12.901709401709402,1.0,1.0,0.0,0.0,22.0,11.0,4.0,9.0,19.0,43430
