,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
856828,856873,3453099962.0,3453099776.0,20,396982.0,US,,85640.45,0.0,301.7,169.9,-17979583.9,-23.225,17979280.9,33096.15,49399.4,1.495205592572035,2.1,1.0,0.0,-303.0,22.0,1.0,5.0,0.0,23.0,2934
856832,856877,3453099971.0,3453099776.0,20,396982.0,US,,85664.55,0.0,307.15,171.3,-17978908.5,-17.45,17978948.5,33774.8,50974.7,1.5115698287334172,2.25,1.0,0.0,40.0,22.0,1.0,5.0,0.0,23.0,2934
856835,856880,3453099974.0,3453099776.0,20,396982.0,US,,85615.15,0.0,308.95,172.35,-17979540.4,110.7,17979451.55,33945.55,51372.1,1.5150032540903866,2.15,1.0,0.0,-88.85,22.0,1.0,5.0,0.0,23.0,2934
856844,856889,3453099983.0,3453099776.0,20,396982.0,US,,85679.55,0.0,307.1,170.45,-17979740.15,114.45,17979845.95,33699.2,50944.05,1.5144405237110612,2.2,1.0,0.0,105.8,22.0,1.0,5.0,0.0,23.0,2934
856853,856898,3453099992.0,3453099776.0,20,396982.0,US,,85644.75,0.0,307.6,171.5,-17980284.75,8.325,17979860.5,33924.35,51383.85,1.5155394359587415,2.05,1.0,0.0,-424.25,22.0,1.0,5.0,0.0,23.0,2934
856864,856909,3453100003.0,3453099776.0,20,396982.0,US,,85618.9,0.0,302.65,168.15,-17978986.1,98.175,17979628.95,33429.6,50657.75,1.5209740973899426,2.15,1.0,0.0,642.85,22.0,1.0,5.0,0.0,23.0,2934
856871,856916,3453100010.0,3453099776.0,20,396982.0,US,,85696.2,0.0,300.55,170.5,-17979628.4,-82.075,17979464.8,33402.25,50387.65,1.5147586724070896,2.3,1.0,0.0,-163.6,22.0,1.0,5.0,0.0,23.0,2934
856875,856920,3453100014.0,3453099776.0,20,396982.0,US,,85664.05,0.0,308.15,172.0,-17979031.3,-80.75,17978695.6,33763.15,51168.15,1.517540900051036,2.1,1.0,0.0,-335.7,22.0,1.0,5.0,0.0,23.0,2934
856876,856921,3453100015.0,3453099776.0,20,396982.0,US,,85614.5,0.0,305.7,171.15,-17980103.3,-11.125,17980210.75,33379.7,50846.05,1.5274850747784767,2.2,1.0,0.0,107.45,22.0,1.0,5.0,0.0,23.0,2934
856879,856924,3453100018.0,3453099776.0,20,396982.0,US,,85656.1,0.0,298.8,165.35,-17979637.35,78.975,17979787.4,32958.8,49945.15,1.5144055157918346,2.1,1.0,0.0,150.05,22.0,1.0,5.0,0.0,23.0,2934
