,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
847350,847394,3337295942.0,3337295872.0,20,396982.0,US,,85674.4,0.0,305.6,170.0,-17979071.25,68.2,17979214.35,33700.0,50991.8,1.5162060901910437,2.0,1.0,0.0,143.1,3389.0,1.0,5.0,0.0,23.0,2930
847353,847397,3337295945.0,3337295872.0,20,396982.0,US,,85591.1,0.0,303.0,169.7,-17979509.75,24.475,17979274.0,33878.6,50612.4,1.4985842719641442,2.2,1.0,0.0,-235.75,3389.0,1.0,5.0,0.0,23.0,2930
847357,847401,3337295949.0,3337295872.0,20,396982.0,US,,85679.3,0.0,308.2,173.15,-17979304.25,45.125,17979337.65,34059.35,51406.65,1.514218458219394,2.2,1.0,0.0,33.4,3389.0,1.0,5.0,0.0,23.0,2930
847363,847407,3337295955.0,3337295872.0,20,396982.0,US,,85563.65,0.0,302.95,170.1,-17980207.05,25.3,17979934.55,33336.45,50597.9,1.5200227679980838,2.15,1.0,0.0,-272.5,3389.0,1.0,5.0,0.0,23.0,2930
847371,847415,3337295963.0,3337295872.0,20,396982.0,US,,85605.95,0.0,305.15,171.5,-17980081.45,-48.325,17979538.15,33573.3,50680.65,1.513835357455758,2.15,1.0,0.0,-543.3,3389.0,1.0,5.0,0.0,23.0,2930
847372,847416,3337295964.0,3337295872.0,20,396982.0,US,,85658.75,0.0,300.95,170.15,-17979444.05,57.575,17979975.2,33128.9,49854.25,1.5070511151313155,2.05,1.0,0.0,531.15,3389.0,1.0,5.0,0.0,23.0,2930
847381,847425,3337295973.0,3337295872.0,20,396982.0,US,,85665.3,0.0,301.4,171.95,-17979264.7,-121.475,17978944.7,33397.15,50629.85,1.5181563705666423,2.15,1.0,0.0,-320.0,3389.0,1.0,5.0,0.0,23.0,2930
847386,847430,3337295978.0,3337295872.0,20,396982.0,US,,85655.8,0.0,303.55,170.95,-17979158.6,-29.475,17979282.6,33887.85,50839.95,1.5063745857760868,2.15,1.0,0.0,124.0,3389.0,1.0,5.0,0.0,23.0,2930
847402,847446,3337295994.0,3337295872.0,20,396982.0,US,,85642.0,0.0,309.2,171.15,-17979414.8,61.725,17979545.55,33805.1,51452.65,1.5234716512793915,2.15,1.0,0.0,130.75,3389.0,1.0,5.0,0.0,23.0,2930
847458,847502,3337296052.0,3337295872.0,20,396982.0,US,,85673.4,0.0,306.6,171.75,-17979429.75,-125.4,17979250.15,33779.8,50668.4,1.4976172636895326,2.1,1.0,0.0,-179.6,3389.0,1.0,5.0,0.0,23.0,2930
847485,847529,3337296085.0,3337295872.0,20,396982.0,US,,85697.7,0.0,307.6,171.3,-17979382.15,60.25,17979173.55,33623.6,50966.4,1.519007941943175,2.25,1.0,0.0,-208.6,3389.0,1.0,5.0,0.0,23.0,2930
