,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
847389,847433,3337295981.0,3337295872.0,20,396982.0,US,,85648.5,0.0,301.35,168.55,-17979255.8,28.125,17979017.85,33527.1,50323.85,1.503325771938085,2.25,1.0,0.0,-237.95,22.0,1.0,5.0,0.0,23.0,2933
847391,847435,3337295983.0,3337295872.0,20,396982.0,US,,85586.15,0.0,305.95,170.7,-17979982.3,96.95,17980016.2,34041.4,51110.55,1.5036393163326234,2.25,1.0,0.0,33.9,22.0,1.0,5.0,0.0,23.0,2933
847393,847437,3337295985.0,3337295872.0,20,396982.0,US,,85616.4,0.0,307.95,172.15,-17979909.45,53.7,17979674.6,33947.25,51020.9,1.5063995082826285,2.1,1.0,0.0,-234.85,22.0,1.0,5.0,0.0,23.0,2933
847395,847439,3337295987.0,3337295872.0,20,396982.0,US,,85573.75,0.0,300.35,168.5,-17979197.05,-27.6,17979225.55,33329.0,50078.85,1.5065797859931147,2.1,1.0,0.0,28.5,22.0,1.0,5.0,0.0,23.0,2933
847397,847441,3337295989.0,3337295872.0,20,396982.0,US,,85665.6,0.0,298.85,169.35,-17979449.3,107.9,17979099.45,33220.45,49826.0,1.500625959652623,2.15,1.0,0.0,-349.85,22.0,1.0,5.0,0.0,23.0,2933
847404,847448,3337295996.0,3337295872.0,20,396982.0,US,,85596.8,0.0,299.9,169.2,-17979972.35,62.8,17980107.25,33578.3,50423.85,1.5028623236878884,2.25,1.0,0.0,134.9,22.0,1.0,5.0,0.0,23.0,2933
847443,847487,3337296037.0,3337295872.0,20,396982.0,US,,85634.85,0.0,306.7,171.65,-17979297.9,-8.3,17979058.5,33444.45,50583.5,1.5119775341055433,2.1,1.0,0.0,-239.4,22.0,1.0,5.0,0.0,23.0,2933
847445,847489,3337296039.0,3337295872.0,20,396982.0,US,,85608.45,0.0,304.15,170.15,-17979506.1,104.575,17979804.65,33374.9,50167.3,1.5073655093076106,2.25,1.0,0.0,298.55,22.0,1.0,5.0,0.0,23.0,2933
847466,847510,3337296065.0,3337295872.0,20,396982.0,US,,85605.0,0.0,305.05,170.25,-17980106.8,-54.325,17980020.35,33518.85,50651.75,1.5154789321142792,2.15,1.0,0.0,-86.45,22.0,1.0,5.0,0.0,23.0,2933
847469,847513,3337296068.0,3337295872.0,20,396982.0,US,,85663.25,0.0,312.3,175.05,-17979876.2,82.4,17979519.9,34002.6,51961.05,1.533409084719684,2.2,1.0,0.0,-356.3,22.0,1.0,5.0,0.0,23.0,2933
847471,847515,3337296070.0,3337295872.0,20,396982.0,US,,85651.6,0.0,306.6,174.0,-17979542.65,-8.15,17979844.7,33740.25,50843.05,1.5097820676682023,2.2,1.0,0.0,302.05,22.0,1.0,5.0,0.0,23.0,2933
847490,847534,3337296090.0,3337295872.0,20,396982.0,US,,85672.25,0.0,310.05,172.65,-17979700.15,-6.4,17979413.0,33995.05,51199.5,1.5117385330106583,2.25,1.0,0.0,-287.15,22.0,1.0,5.0,0.0,23.0,2933
