,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
856724,856769,3453099834.0,3453099776.0,20,396982.0,US,,85638.75,0.0,315.65,174.3,-17978711.6,72.075,17978998.7,33933.9,52234.6,1.5393468845533211,2.1,1.0,0.0,287.1,22.0,1.0,5.0,0.0,23.0,2934
856737,856782,3453099852.0,3453099776.0,20,396982.0,US,,85626.05,0.0,324.7,174.9,-17979496.05,-18.375,17979489.25,35045.8,53963.55,1.5397644113148268,2.3,1.0,0.0,-6.8,22.0,1.0,5.0,0.0,23.0,2934
856738,856783,3453099853.0,3453099776.0,20,396982.0,US,,85647.9,0.0,318.8,177.7,-17979826.95,11.775,17979320.6,34882.0,53133.25,1.5277125451289844,2.15,1.0,0.0,-506.35,22.0,1.0,5.0,0.0,23.0,2934
856739,856784,3453099854.0,3453099776.0,20,396982.0,US,,85630.45,0.0,321.75,176.9,-17979376.85,38.45,17979268.45,34934.85,53323.45,1.5281673615139968,2.25,1.0,0.0,-108.4,22.0,1.0,5.0,0.0,23.0,2934
856740,856785,3453099855.0,3453099776.0,20,396982.0,US,,85611.9,0.0,320.55,173.4,-17979562.3,-50.875,17979458.1,34878.55,53224.65,1.5295242697654583,2.3,1.0,0.0,-104.2,22.0,1.0,5.0,0.0,23.0,2934
856744,856789,3453099859.0,3453099776.0,20,396982.0,US,,85648.6,0.0,316.9,174.75,-17979608.05,-38.4,17979458.65,34601.3,52910.6,1.5325520972962383,2.15,1.0,0.0,-149.4,22.0,1.0,5.0,0.0,23.0,2934
856748,856793,3453099863.0,3453099776.0,20,396982.0,US,,85632.4,0.0,317.85,174.95,-17979741.8,50.5,17980188.65,34590.0,52906.15,1.5312799501044927,2.15,1.0,0.0,446.85,22.0,1.0,5.0,0.0,23.0,2934
856758,856803,3453099873.0,3453099776.0,20,396982.0,US,,85544.55,0.0,323.45,176.15,-17978654.1,57.25,17979007.05,35040.25,53901.5,1.537754292400905,2.3,1.0,0.0,352.95,22.0,1.0,5.0,0.0,23.0,2934
856815,856860,3453099948.0,3453099776.0,20,396982.0,US,,85634.25,0.0,302.1,171.0,-17979751.75,-8.55,17979790.75,33278.0,50226.35,1.505118768340436,2.1,1.0,0.0,39.0,22.0,1.0,5.0,0.0,23.0,2934
856834,856879,3453099973.0,3453099776.0,20,396982.0,US,,85580.15,0.0,300.95,170.8,-17979287.75,89.225,17979409.0,33506.4,50147.7,1.5040611068570493,2.2,1.0,0.0,121.25,22.0,1.0,5.0,0.0,23.0,2934
856845,856890,3453099984.0,3453099776.0,20,396982.0,US,,85649.95,0.0,303.6,171.35,-17979115.35,-22.65,17979407.0,33520.95,50627.05,1.5153066402197592,2.2,1.0,0.0,291.65,22.0,1.0,5.0,0.0,23.0,2934
