,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
131151,131156,765231121.0,765231104.0,20,211680.0,PT,,74740.35,650.0,3855.0,239.25,-17083737.25,68.95,17979954.5,3973.8,4110.55,1.0328561120934263,1.05,1.0,0.0,896217.25,53.0,11.0,5.0,0.0,23.0,384
131155,131160,765231125.0,765231104.0,20,211680.0,PT,,77366.25,500.0,3907.6,239.15,-15290752.95,240.35,16186770.4,4040.5,4181.25,1.033184914334924,1.05,1.0,0.0,896017.45,53.0,11.0,5.0,0.0,23.0,384
131156,131161,765231126.0,765231104.0,20,211680.0,PT,,77639.2,450.0,4065.2,239.15,-17083440.35,215.3,17082982.55,4195.95,4354.5,1.036638817506106,1.2,1.0,0.0,-457.8,53.0,11.0,5.0,0.0,23.0,384
131158,131163,765231128.0,765231104.0,20,211680.0,PT,,75708.3,600.0,3954.3,239.25,-15289399.3,97.625,15289225.55,4076.0,4229.7,1.0359461336818536,1.2,1.0,0.0,-173.75,53.0,11.0,5.0,0.0,23.0,384
131160,131165,765231130.0,765231104.0,20,211680.0,PT,,79441.3,400.0,3954.55,239.15,-17978474.95,-1.55,16187054.85,4079.55,4474.45,1.0869076454032358,1.2,1.0,0.0,-1791420.1,53.0,11.0,5.0,0.0,23.0,384
131163,131168,765231133.0,765231104.0,20,211680.0,PT,,77325.95,400.0,3822.65,239.15,-14394787.05,186.45,14394929.4,3938.7,4073.8,1.0328023497234449,1.2,1.0,0.0,142.35,53.0,11.0,5.0,0.0,23.0,384
131164,131169,765231134.0,765231104.0,20,211680.0,PT,,77806.85,375.0,3874.0,239.25,-17080357.05,136.3,17081792.5,3994.85,4139.9,1.0347131945505386,1.2,1.0,0.0,1435.45,53.0,11.0,5.0,0.0,23.0,384
131166,131171,765231136.0,765231104.0,20,211680.0,PT,,80886.0,550.0,4157.1,239.15,-16188883.25,147.125,17083999.95,4295.05,4646.65,1.0887687368450092,1.15,1.0,0.0,895116.7,53.0,11.0,5.0,0.0,23.0,384
131167,131172,765231137.0,765231104.0,20,211680.0,PT,,78734.25,500.0,4290.15,239.1,-16187433.65,228.675,16187229.5,4439.45,4618.0,1.0379584741911494,1.1,1.0,0.0,-204.15,53.0,11.0,5.0,0.0,23.0,384
131168,131173,765231138.0,765231104.0,20,211680.0,PT,,79166.35,650.0,4146.8,239.3,-17083687.0,243.05,17083522.9,4287.25,4758.4,1.0878333775596052,1.0,1.0,0.0,-164.1,53.0,11.0,5.0,0.0,23.0,384
131169,131174,765231139.0,765231104.0,20,211680.0,PT,,77492.4,450.0,4455.75,239.15,-16184976.75,182.0,17976535.35,4613.9,5008.15,1.0913601154907568,1.05,1.0,0.0,1791558.6,53.0,11.0,5.0,0.0,23.0,384
131170,131175,765231140.0,765231104.0,20,211680.0,PT,,78207.85,550.0,4183.4,239.15,-17083322.2,182.2,16186815.95,4327.95,4485.7,1.0352683646743646,1.05,1.0,0.0,-896506.25,53.0,11.0,5.0,0.0,23.0,384
131186,131191,765231377.0,765231360.0,20,211680.0,PT,,75772.65,300.0,3913.7,239.3,-13497595.6,86.45,14393463.7,4045.65,4498.75,1.089445715224246,1.3,1.0,0.0,895868.1,53.0,11.0,5.0,0.0,23.0,384
131187,131192,765231378.0,765231360.0,20,211680.0,PT,,75330.5,425.0,4244.7,239.4,-16184366.6,220.2,16185722.0,4383.65,4568.05,1.0421253533994277,1.1,1.0,0.0,1355.4,53.0,11.0,5.0,0.0,23.0,384
131188,131193,765231379.0,765231360.0,20,211680.0,PT,,77166.1,300.0,4261.55,239.25,-15289050.55,164.5,15288600.95,4403.2,4795.3,1.0896122671879696,1.2,1.0,0.0,-449.6,53.0,11.0,5.0,0.0,23.0,384
131189,131194,765231380.0,765231360.0,20,211680.0,PT,,77661.35,450.0,4401.15,239.4,-16184612.75,104.05,17080007.55,4561.9,4750.3,1.0384966123207124,1.15,1.0,0.0,895394.8,53.0,11.0,5.0,0.0,23.0,384
131193,131198,765231384.0,765231360.0,20,211680.0,PT,,79054.35,450.0,4274.7,239.1,-16186929.7,123.875,17083726.75,4429.35,4599.5,1.0363334192217963,1.1,1.0,0.0,896797.05,53.0,11.0,5.0,0.0,22.0,384
131194,131199,765231385.0,765231360.0,20,211680.0,PT,,77812.2,500.0,4210.3,239.2,-13496627.35,172.7,15288727.0,4351.25,4699.75,1.088739450953118,1.15,1.0,0.0,1792099.65,53.0,11.0,5.0,0.0,22.0,384
131198,131203,765231389.0,765231360.0,20,211680.0,PT,,78923.45,400.0,4317.25,239.4,-16185234.85,193.575,15289196.1,4461.5,4633.85,1.03727223219835,1.15,1.0,0.0,-896038.75,53.0,11.0,5.0,0.0,23.0,384
131201,131206,765231392.0,765231360.0,20,211680.0,PT,,77186.3,450.0,4026.2,239.35,-16184578.8,158.3,17975924.85,4150.1,4309.8,1.0353879650320066,1.15,1.0,0.0,1791346.05,53.0,11.0,5.0,0.0,23.0,384
131202,131207,765231393.0,765231360.0,20,211680.0,PT,,75691.2,400.0,4111.1,239.4,-15290983.25,54.075,15289606.45,4251.55,4708.15,1.089765864044377,1.15,1.0,0.0,-1376.8,53.0,11.0,5.0,0.0,23.0,384
