,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
280259,280274,1532819840.0,1532819712.0,16,394711.0,BG,,20455.9375,0.0,3.875,2.0,-11484.8125,-3.9375,11566.5,31378.375,83421.0625,2.501344063088305,2.3125,1.0,0.0,81.6875,27018.0,11.0,5.0,3.0,17.0,3008
297392,297408,1587298373.0,1587298304.0,18,394711.0,BG,,26335.88888888889,0.0,4.444444444444445,1.0,-7950.555555555556,28.694444444444443,8024.666666666667,33281.27777777778,43474.27777777778,1.3652601800785371,1.6111111111111112,1.0,0.0,74.11111111111111,27017.0,11.0,5.0,5.0,13.0,3008
297472,297488,1587300116.0,1587300096.0,14,394711.0,BG,,32963.78571428572,0.0,4.428571428571429,1.0,-10004.5,-13.321428571428571,10070.42857142857,35800.78571428572,42555.5,1.1909721284959345,1.9285714285714288,1.0,0.0,65.92857142857143,27017.0,11.0,5.0,6.0,22.0,3008
297473,297489,1587300117.0,1587300096.0,15,394711.0,BG,,18280.733333333334,0.0,3.733333333333333,1.0,-10982.066666666668,14.266666666666667,11035.8,27716.866666666665,33019.26666666667,1.1905866774911091,1.5333333333333334,1.0,0.0,53.73333333333333,27017.0,11.0,5.0,12.0,20.0,3008
