,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
283026,283041,1541384531.0,1541384448.0,20,36007.0,SE,Stockholm,85839.1,1000.0,26595.35,29.15,-17979664.6,88.325,17979832.25,45451.2,88124.7,1.930479071576538,1.0,1.0,0.0,167.65,8444.0,1.0,5.0,0.0,23.0,982
283027,283042,1541384536.0,1541384448.0,20,36007.0,SE,Stockholm,84548.85,750.0,26616.6,24.3,-17979287.35,46.0,17979363.75,44171.9,86585.9,1.9601094998454676,1.0,1.0,0.0,76.4,6443.0,1.0,5.0,0.0,23.0,982
326422,326439,1731065367.0,1731065344.0,20,36007.0,SE,Stockholm,86039.4,1000.0,26485.75,26.45,-17979111.65,43.6,17979367.15,44265.95,83167.15,1.89106726920692,1.0,1.0,0.0,255.5,6443.0,1.0,5.0,0.0,23.0,982
326423,326440,1731065386.0,1731065344.0,20,36007.0,SE,Stockholm,84795.65,1000.0,26285.1,24.6,-17979682.25,-37.2,17980073.9,43993.45,81340.35,1.8453520151694984,1.0,1.0,0.0,391.65,8444.0,1.0,5.0,0.0,23.0,982
