,Unnamed: 0,src_ip,subnet,active_days,asn,country,city,scan_length_seconds,median_time_diff,distinct_src_ports,distinct_dest_ports,q1_prev_ip,median_prev_ip,q3_prev_ip,distinct_ips,total_hits,probes_per_ip,distinct_fingerprints,distinct_payloads,avg_payload_length,q1q3_delta,top_port,top_fingerprint,generation_algorithm,top_start_hour,top_end_hour,label
131172,131177,765231363.0,765231360.0,20,211680.0,PT,,79489.05,200.0,4550.8,105.0,-16185683.65,64.25,17977403.35,4715.95,5221.5,1.0994732324390266,1.1,1.0,0.0,1791719.7,2031.0,11.0,5.0,0.0,23.0,380
131174,131179,765231365.0,765231360.0,20,211680.0,PT,,78266.05,50.0,4909.9,105.0,-17079971.2,129.0,15290286.25,5119.45,5368.45,1.0442319007459882,1.15,1.0,0.0,-1789684.95,2031.0,11.0,5.0,0.0,23.0,380
131175,131180,765231366.0,765231360.0,20,211680.0,PT,,79698.15,100.0,5015.05,105.0,-17980176.3,-9.0,17981473.45,5216.2,5772.7,1.0977621434601212,1.1,1.0,0.0,1297.15,2031.0,11.0,5.0,0.0,23.0,380
131183,131188,765231374.0,765231360.0,20,211680.0,PT,,79402.55,75.0,4990.1,105.0,-16187062.55,33.3,17082617.85,5184.25,5644.8,1.1016216482006589,1.15,1.0,0.0,895555.3,2031.0,11.0,5.0,0.0,23.0,380
