,group,distinct_hit_ips,overlaps,avg_overlap_times,avg_dest_ports
378,29363,65315,0.0,0.0,10.55
465,33386,65285,0.0,0.0,22.71964285714285
690,42228,65003,0.0,0.0,1.4761904761904763
209,13150,64919,0.0,0.0,1.0
25,3045,64807,0.0,0.0,239.14333333333332
19,3009,64651,0.0,0.0,239.23181818181817
569,34323,64603,0.0,0.0,24.7
515,33917,64571,0.0,0.0,296.8796296296296
21,3014,64498,0.0,0.0,23.068333333333335
186,12184,64490,0.0,0.0,40.666666666666664
150,8898,64443,0.0,0.0,22.475
75,5213,64362,0.0,0.0,1.925
628,39563,64295,0.0,0.0,52.616666666666674
534,33940,64290,0.0,0.0,1.1111111111111112
687,42225,64290,0.0,0.0,1.25
794,44702,64278,0.0,0.0,104.875
277,19443,64194,0.0,0.0,1.0
47,4093,64145,0.0,0.0,1.0
745,42334,64083,0.0,0.0,239.1576923076923
349,26053,64075,0.0,0.0,172.27142857142857
446,32145,64049,0.0,0.0,168.72222222222223
677,42215,64034,0.0,0.0,1.3333333333333333
780,44035,64034,0.0,0.0,1.3703703703703702
174,11991,63920,0.0,0.0,43.06666666666666
591,34536,63880,0.0,0.0,22.94166666666667
625,39560,63800,0.0,0.0,46.875
673,42211,63778,0.0,0.0,1.25
676,42214,63778,0.0,0.0,1.125
692,42230,63778,0.0,0.0,1.4444444444444444
710,42248,63778,0.0,0.0,1.3333333333333333
781,44036,63778,0.0,0.0,1.4444444444444444
250,17143,63760,0.0,0.0,1.0
578,34449,63754,0.0,0.0,10.549999999999999
178,12009,63716,0.0,0.0,22.817857142857143
820,47306,63710,0.0,0.0,5.208333333333333
522,33928,63702,0.0,0.0,1.6666666666666667
590,34535,63701,0.0,0.0,23.056249999999995
278,19444,63691,0.0,0.0,1.0
447,32146,63663,0.0,0.0,172.00833333333333
34,4040,63646,0.0,0.0,1.0
798,44724,63630,0.0,0.0,22.904545454545453
448,32151,63628,0.0,0.0,172.1916666666667
761,42682,63607,0.0,0.0,5.4
325,20329,63538,0.0,0.0,14.066666666666666
550,34114,63524,0.0,0.0,172.24
449,32153,63523,0.0,0.0,172.10999999999999
227,15436,63509,0.0,0.0,14.066666666666666
195,12396,63503,0.0,0.0,63.96666666666667
443,30457,63498,0.0,0.0,14.066666666666666
7,2076,63453,0.0,0.0,14.066666666666666
214,13633,63405,0.0,0.0,37.90909090909091
388,29461,63356,0.0,0.0,23.04
42,4078,63295,0.0,0.0,1.0
516,33918,63286,0.0,0.0,296.66666666666663
22,3015,63275,0.0,0.0,23.030769230769234
172,11989,63245,0.0,0.0,46.54999999999999
67,4185,63206,0.0,0.0,291.72222222222223
175,11992,63159,0.0,0.0,43.13333333333333
672,42210,63020,0.0,0.0,1.0
187,12261,63015,0.0,0.0,23.153846153846153
116,7341,63004,0.0,0.0,2.5
623,39557,62993,0.0,0.0,42.36666666666667
631,39566,62974,0.0,0.0,54.725
76,5217,62946,0.0,0.0,1.0
517,33923,62943,0.0,0.0,1.3888888888888888
440,30434,62916,0.0,0.0,3.0
199,12492,62901,0.0,0.0,40.2875
171,11988,62874,0.0,0.0,44.56666666666666
630,39565,62843,0.0,0.0,49.666666666666664
54,4116,62781,0.0,0.0,1.0
283,19607,62754,0.0,0.0,1.3181818181818181
308,20124,62754,0.0,0.0,1.125
523,33929,62754,0.0,0.0,1.3
525,33931,62754,0.0,0.0,1.25
527,33933,62754,0.0,0.0,1.4285714285714286
530,33936,62754,0.0,0.0,1.3461538461538463
532,33938,62754,0.0,0.0,1.2272727272727275
671,42209,62754,0.0,0.0,1.2592592592592593
718,42256,62754,0.0,0.0,1.15625
722,42260,62754,0.0,0.0,1.0476190476190477
723,42261,62754,0.0,0.0,1.0
728,42266,62754,0.0,0.0,1.3333333333333333
729,42267,62754,0.0,0.0,1.2692307692307692
733,42271,62754,0.0,0.0,1.6
765,44020,62754,0.0,0.0,1.2777777777777777
770,44025,62754,0.0,0.0,1.3055555555555556
779,44034,62754,0.0,0.0,1.2222222222222223
53,4114,62751,0.0,0.0,1.0
249,17142,62749,0.0,0.0,1.0
426,30189,62740,0.0,0.0,1.0
624,39559,62740,0.0,0.0,53.825
740,42278,62738,0.0,0.0,1.3888888888888888
629,39564,62677,0.0,0.0,50.6
648,40211,62624,0.0,0.0,1.0
693,42231,62618,0.0,0.0,1.5555555555555556
749,42365,62537,0.0,0.0,2228.075
43,4085,62517,0.0,0.0,1.0
626,39561,62505,0.0,0.0,52.599999999999994
310,20126,62498,0.0,0.0,1.25
404,29719,62498,0.0,0.0,1.5
521,33927,62498,0.0,0.0,1.40625
531,33937,62498,0.0,0.0,1.0
674,42212,62498,0.0,0.0,1.2962962962962965
678,42216,62498,0.0,0.0,1.4
682,42220,62498,0.0,0.0,1.3125
704,42242,62498,0.0,0.0,1.4285714285714286
709,42247,62498,0.0,0.0,1.2916666666666667
736,42274,62482,0.0,0.0,1.3125
614,37588,62452,0.0,0.0,1.0
714,42252,62388,0.0,0.0,1.25
328,20590,62379,0.0,0.0,1.0714285714285714
652,40215,62298,0.0,0.0,1.0
461,33379,62292,0.0,0.0,2.0
434,30428,62282,0.0,0.0,1.0
29,4022,62270,0.0,0.0,1.0
38,4052,62255,0.0,0.0,1.0
51,4106,62248,0.0,0.0,1.0
139,8397,62245,0.0,0.0,1.4333333333333333
77,5218,62242,0.0,0.0,1.0
78,5219,62242,0.0,0.0,1.0
118,7372,62242,0.0,0.0,1.2999999999999998
243,17133,62242,0.0,0.0,1.0
247,17140,62242,0.0,0.0,1.0
251,17144,62242,0.0,0.0,1.0
296,19654,62242,0.0,0.0,1.35
301,20113,62242,0.0,0.0,1.0
302,20115,62242,0.0,0.0,1.0
303,20116,62242,0.0,0.0,1.0
304,20120,62242,0.0,0.0,1.0555555555555556
305,20121,62242,0.0,0.0,1.3333333333333333
306,20122,62242,0.0,0.0,1.4375
307,20123,62242,0.0,0.0,1.3333333333333335
309,20125,62242,0.0,0.0,1.1666666666666665
311,20127,62242,0.0,0.0,1.4615384615384615
312,20128,62242,0.0,0.0,1.3333333333333333
313,20129,62242,0.0,0.0,1.0
314,20130,62242,0.0,0.0,1.6111111111111112
316,20132,62242,0.0,0.0,1.3636363636363638
317,20133,62242,0.0,0.0,1.5
318,20134,62242,0.0,0.0,1.2777777777777777
319,20135,62242,0.0,0.0,1.5
320,20136,62242,0.0,0.0,1.2
321,20137,62242,0.0,0.0,1.272727272727273
322,20138,62242,0.0,0.0,1.25
405,29720,62242,0.0,0.0,1.3125
437,30431,62242,0.0,0.0,3.0
491,33738,62242,0.0,0.0,1.3
492,33739,62242,0.0,0.0,1.2
493,33740,62242,0.0,0.0,1.125
518,33924,62242,0.0,0.0,1.6
519,33925,62242,0.0,0.0,1.4444444444444446
520,33926,62242,0.0,0.0,1.2777777777777777
524,33930,62242,0.0,0.0,1.25
526,33932,62242,0.0,0.0,1.5
528,33934,62242,0.0,0.0,1.45
529,33935,62242,0.0,0.0,1.0
533,33939,62242,0.0,0.0,1.2777777777777777
535,33941,62242,0.0,0.0,1.1111111111111112
536,33942,62242,0.0,0.0,1.0714285714285714
537,33943,62242,0.0,0.0,1.8333333333333333
539,33945,62242,0.0,0.0,1.125
540,33946,62242,0.0,0.0,1.5
541,33947,62242,0.0,0.0,1.3888888888888888
542,33948,62242,0.0,0.0,1.5714285714285714
647,40210,62242,0.0,0.0,1.0
651,40214,62242,0.0,0.0,1.0
653,40216,62242,0.0,0.0,1.0
654,40217,62242,0.0,0.0,1.0
679,42217,62242,0.0,0.0,1.4444444444444444
680,42218,62242,0.0,0.0,1.2142857142857144
681,42219,62242,0.0,0.0,1.1666666666666667
683,42221,62242,0.0,0.0,1.25
685,42223,62242,0.0,0.0,1.0
688,42226,62242,0.0,0.0,1.1666666666666665
689,42227,62242,0.0,0.0,1.5
691,42229,62242,0.0,0.0,1.15
695,42233,62242,0.0,0.0,1.4375
697,42235,62242,0.0,0.0,1.3181818181818181
698,42236,62242,0.0,0.0,1.3809523809523812
699,42237,62242,0.0,0.0,1.3571428571428572
700,42238,62242,0.0,0.0,1.375
702,42240,62242,0.0,0.0,1.375
703,42241,62242,0.0,0.0,1.4074074074074074
705,42243,62242,0.0,0.0,1.0
706,42244,62242,0.0,0.0,1.25
711,42249,62242,0.0,0.0,1.5625
712,42250,62242,0.0,0.0,1.2272727272727275
713,42251,62242,0.0,0.0,1.5714285714285714
715,42253,62242,0.0,0.0,1.3181818181818181
716,42254,62242,0.0,0.0,1.1
717,42255,62242,0.0,0.0,1.3125
719,42257,62242,0.0,0.0,1.25
720,42258,62242,0.0,0.0,1.2857142857142858
721,42259,62242,0.0,0.0,1.2000000000000002
724,42262,62242,0.0,0.0,1.3888888888888888
725,42263,62242,0.0,0.0,1.0
726,42264,62242,0.0,0.0,1.5833333333333335
727,42265,62242,0.0,0.0,1.272727272727273
730,42268,62242,0.0,0.0,1.28125
732,42270,62242,0.0,0.0,1.2777777777777777
735,42273,62242,0.0,0.0,1.3636363636363635
737,42275,62242,0.0,0.0,1.2272727272727275
738,42276,62242,0.0,0.0,1.125
739,42277,62242,0.0,0.0,1.2
741,42279,62242,0.0,0.0,1.3333333333333333
742,42280,62242,0.0,0.0,1.5625
764,44019,62242,0.0,0.0,1.1666666666666667
766,44021,62242,0.0,0.0,1.375
767,44022,62242,0.0,0.0,1.2222222222222223
768,44023,62242,0.0,0.0,1.3888888888888888
769,44024,62242,0.0,0.0,1.272727272727273
771,44026,62242,0.0,0.0,1.5625
772,44027,62242,0.0,0.0,1.2222222222222223
773,44028,62242,0.0,0.0,1.7222222222222223
774,44029,62242,0.0,0.0,1.5
775,44030,62242,0.0,0.0,1.5625
778,44033,62242,0.0,0.0,1.3
782,44037,62242,0.0,0.0,1.0952380952380951
783,44038,62242,0.0,0.0,1.0
111,7303,62239,0.0,0.0,1.0
114,7306,62239,0.0,0.0,1.0
433,30427,62239,0.0,0.0,1.0
33,4039,62238,0.0,0.0,1.0
157,9034,62238,0.0,0.0,1.75
593,34612,62228,0.0,0.0,6.482546201232033
35,4044,62227,0.0,0.0,1.0
41,4077,62226,0.0,0.0,1.0
46,4092,62226,0.0,0.0,1.0
48,4100,62226,0.0,0.0,1.0
52,4112,62226,0.0,0.0,1.0
58,4127,62226,0.0,0.0,1.0
59,4131,62226,0.0,0.0,1.0
61,4176,62226,0.0,0.0,1.0
62,4179,62226,0.0,0.0,1.0
68,4190,62226,0.0,0.0,1.0
82,5595,62226,0.0,0.0,2.0
246,17139,62226,0.0,0.0,1.0
253,17146,62226,0.0,0.0,1.0
271,19195,62226,0.0,0.0,1.2
291,19625,62226,0.0,0.0,1.0
294,19643,62226,0.0,0.0,1.0
315,20131,62226,0.0,0.0,1.4375
340,23962,62226,0.0,0.0,1.75
686,42224,62226,0.0,0.0,1.2857142857142858
819,47126,62226,0.0,0.0,1.6666666666666665
655,40218,62224,0.0,0.0,1.0
112,7304,62223,0.0,0.0,1.0
487,33546,62223,0.0,0.0,2.5
543,33951,62220,0.0,0.0,2.3333333333333335
164,11789,62219,0.0,0.0,1.0
57,4124,62218,0.0,0.0,1.0
219,14058,62215,0.0,0.0,1.3333333333333333
789,44222,62128,0.0,0.0,1.0
262,18109,62046,0.0,0.0,1.0157894736842106
9,2475,61970,0.0,0.0,1.0
44,4089,61970,0.0,0.0,1.0
50,4103,61970,0.0,0.0,1.0
84,5599,61970,0.0,0.0,1.5
108,7298,61970,0.0,0.0,1.0
204,12684,61970,0.0,0.0,31.0
206,12686,61970,0.0,0.0,31.333333333333332
436,30430,61970,0.0,0.0,3.0
438,30432,61970,0.0,0.0,3.0
439,30433,61970,0.0,0.0,3.5
441,30435,61970,0.0,0.0,3.0
646,40156,61970,0.0,0.0,1.0
188,12262,61969,0.0,0.0,1.0
24,3041,61967,0.0,0.0,1.0
56,4120,61963,0.0,0.0,1.0
784,44040,61960,0.0,0.0,1.5
613,37542,61958,0.0,0.0,1.5
599,35742,61940,0.0,0.0,1.5
457,33348,61872,0.0,0.0,1.0
355,26875,61726,0.0,0.0,1.5
475,33425,61702,0.0,0.0,1.0612244897959184
276,19416,61470,0.0,0.0,119.5
232,16033,61464,0.0,0.0,3.0
658,40687,61129,0.0,0.0,1.0
55,4117,61118,0.0,0.0,1.0
476,33426,61082,0.0,0.0,1.096774193548387
338,23610,61042,0.0,0.0,1.5
398,29513,60974,0.0,0.0,1.5
377,29361,60832,0.0,0.0,2.0
37,4050,60783,0.0,0.0,1.0
142,8404,60705,0.0,0.0,1.2857142857142858
361,29116,60556,0.0,0.0,2.0098039215686274
119,7382,60450,0.0,0.0,2.5
120,7383,60450,0.0,0.0,2.25
165,11909,60450,0.0,0.0,45.0
238,16040,60450,0.0,0.0,1.0
442,30436,60450,0.0,0.0,3.0
451,32185,60450,0.0,0.0,46.31428571428571
452,32186,60450,0.0,0.0,44.94642857142857
501,33871,60450,0.0,0.0,74.0
701,42239,60450,0.0,0.0,1.5
777,44032,60450,0.0,0.0,1.0
500,33870,60449,0.0,0.0,74.0
20,3013,60448,0.0,0.0,1.0
401,29642,60445,0.0,0.0,74.0
410,29907,60441,0.0,0.0,74.0
131,8008,60437,0.0,0.0,1.6984126984126986
430,30266,60435,0.0,0.0,1.3333333333333333
30,4030,60434,0.0,0.0,1.0
45,4090,60434,0.0,0.0,1.0
85,5604,60434,0.0,0.0,1.75
86,5608,60434,0.0,0.0,1.5
218,13659,60434,0.0,0.0,61.900000000000006
292,19630,60434,0.0,0.0,1459.0
616,37732,60434,0.0,0.0,1.75
649,40212,60434,0.0,0.0,1.0
659,40748,60434,0.0,0.0,1.0
790,44232,60434,0.0,0.0,1.0
746,42338,60433,0.0,0.0,1.0
168,11977,60432,0.0,0.0,1.5
636,39661,60432,0.0,0.0,1.0
23,3016,60431,0.0,0.0,1.0
49,4101,60431,0.0,0.0,1.0
605,36468,60431,0.0,0.0,1.0
32,4037,60430,0.0,0.0,1.5
400,29637,60427,0.0,0.0,74.0
568,34320,60409,0.0,0.0,74.0
83,5598,60390,0.0,0.0,1.8333333333333335
547,34007,60371,0.0,0.0,74.0
156,9022,60361,0.0,0.0,1.25
344,24649,60340,0.0,0.0,1.5
490,33732,60253,0.0,0.0,74.0
143,8411,60240,0.0,0.0,1.5
138,8391,60125,0.0,0.0,1.6428571428571428
661,40850,59434,0.0,0.0,1.0566037735849056
80,5589,59426,0.0,0.0,1.3333333333333333
220,14059,59228,0.0,0.0,1.8333333333333333
345,24708,58891,0.0,0.0,4.489434219495569
748,42364,58819,0.0,0.0,2216.5166666666664
468,33400,58223,0.0,0.0,1.9824561403508771
27,4013,57688,0.0,0.0,2.0
432,30386,57398,0.0,0.0,23.557692307692303
668,42154,57130,0.0,0.0,24.0
373,29345,56269,0.0,0.0,1.0
458,33372,56238,0.0,0.0,2.0
474,33420,56033,0.0,0.0,1.5545454545454545
395,29485,55993,0.0,0.0,2.0
481,33452,55936,0.0,0.0,2.0
667,42124,55853,0.0,0.0,2.0
374,29346,55817,0.0,0.0,1.0377358490566038
477,33429,55057,0.0,0.0,2.0
597,35735,54782,0.0,0.0,2.0
341,23963,54719,0.0,0.0,1.5333333333333334
92,7116,54201,0.0,0.0,3.0
479,33431,54113,0.0,0.0,2.035593220338983
140,8398,53849,0.0,0.0,1.9259259259259258
575,34443,53600,0.0,0.0,1.0
10,2478,53501,0.0,0.0,1.2
130,8003,53230,0.0,0.0,7.714285714285714
288,19621,52962,0.0,0.0,250.0
8,2144,52487,0.0,0.0,24.58461538461539
212,13432,51649,0.0,0.0,1.0
502,33893,51480,0.0,0.0,7.0
496,33759,51474,0.0,0.0,1.0
358,28739,51473,0.0,0.0,1.0
145,8447,51267,0.0,0.0,1.0
660,40835,50969,0.0,0.0,1.0
375,29354,50810,0.0,0.0,1.0
329,20770,50417,0.0,0.0,17.529667149059335
353,26622,50302,0.0,0.0,2.0
360,28932,50219,0.0,0.0,1.0
17,2947,50101,0.0,0.0,11.0
384,29430,50080,0.0,0.0,2.1454545454545455
231,16032,49972,0.0,0.0,3.0
233,16034,49972,0.0,0.0,1.6666666666666667
117,7356,49971,0.0,0.0,1.8
285,19618,49968,0.0,0.0,250.0
370,29246,49938,0.0,0.0,1.5
159,9421,49845,0.0,0.0,1.0
359,28767,49749,0.0,0.0,1.0
13,2522,49737,0.0,0.0,1.0
298,19940,49698,0.0,0.0,1.0
260,18069,49544,0.0,0.0,1.0
14,2526,49534,0.0,0.0,1.0
486,33545,49132,0.0,0.0,1.0
228,15484,48992,0.0,0.0,1.0
2,121,48428,0.0,0.0,1.0740740740740742
258,17820,48414,0.0,0.0,12.91686460807601
136,8384,47737,0.0,0.0,1.0
472,33412,47689,0.0,0.0,1.0425531914893618
396,29493,47463,0.0,0.0,2.0
239,16955,47456,0.0,0.0,1.0
592,34564,47385,0.0,0.0,1.0
39,4053,47111,0.0,0.0,2.0
337,23568,46890,0.0,0.0,1.4166666666666667
281,19580,46376,0.0,0.0,1.0588235294117647
385,29431,45975,0.0,0.0,2.0
183,12085,45717,0.0,0.0,2.0
620,38367,45527,0.0,0.0,1.0072992700729928
282,19583,45116,0.0,0.0,2.0
600,35749,45063,0.0,0.0,1.5
74,5082,44139,0.0,0.0,1.0206185567010309
364,29163,43443,0.0,0.0,2.0
382,29406,43443,0.0,0.0,2.0
454,32566,43344,0.0,0.0,1.4842767295597483
343,24567,42385,0.0,0.0,2.0
134,8374,42334,0.0,0.0,1.4545454545454546
177,12001,41881,0.0,0.0,2.0
494,33750,41472,0.0,0.0,1.4
181,12047,41415,0.0,0.0,2.0
299,19973,41395,0.0,0.0,1.5
265,18623,40750,0.0,0.0,1.0
327,20514,40644,0.0,0.0,1.0
73,4936,40477,0.0,0.0,1.179078014184397
207,13003,39680,0.0,0.0,1.0
106,7248,39591,0.0,0.0,1.1666666666666667
818,46745,39556,0.0,0.0,1.013157894736842
637,39749,39516,0.0,0.0,1.3333333333333333
87,5793,39514,0.0,0.0,1.0
762,42704,39498,0.0,0.0,1.1538461538461537
88,6898,39477,0.0,0.0,1.5
497,33806,39477,0.0,0.0,1.0
801,44770,39477,0.0,0.0,2.0
806,44802,39477,0.0,0.0,8.5
137,8385,39476,0.0,0.0,1.0
230,15929,39476,0.0,0.0,1.0
264,18198,39473,0.0,0.0,1.0
609,37300,39459,0.0,0.0,1.0
350,26157,39387,0.0,0.0,1.0
146,8448,39318,0.0,0.0,1.0
332,22327,39318,0.0,0.0,1.0
241,17061,39300,0.0,0.0,1.0
81,5592,38807,0.0,0.0,1.1666666666666667
79,5578,38580,0.0,0.0,1.9642857142857142
216,13645,38419,0.0,0.0,1.0833333333333333
595,35704,38350,0.0,0.0,1.0
133,8061,38339,0.0,0.0,1.0
223,15158,38338,0.0,0.0,1.0
217,13650,38337,0.0,0.0,1.0
645,40153,38337,0.0,0.0,1.7
662,41266,38337,0.0,0.0,1.0
210,13169,38336,0.0,0.0,1.25
445,30809,38302,0.0,0.0,1.0
666,41574,38215,0.0,0.0,1.5
348,26041,37748,0.0,0.0,1.5
28,4016,37434,0.0,0.0,1.0
394,29476,37281,0.0,0.0,1.9827586206896552
484,33479,37245,0.0,0.0,2.0
162,10105,37207,0.0,0.0,1.0
482,33455,37162,0.0,0.0,2.0
362,29118,36725,0.0,0.0,1.0465116279069768
352,26557,36581,0.0,0.0,2.0
336,22838,36564,0.0,0.0,7.848111658456486
367,29171,36401,0.0,0.0,1.0
330,20891,36041,0.0,0.0,8.69311377245509
670,42188,35769,0.0,0.0,3.0
11,2488,35700,0.0,0.0,1.6666666666666667
618,37881,35327,0.0,0.0,9.714285714285715
141,8401,34763,0.0,0.0,1.411764705882353
802,44772,34109,0.0,0.0,2.0454545454545454
166,11941,33624,0.0,0.0,1.0
462,33380,33432,0.0,0.0,1.0416666666666667
431,30267,32595,0.0,0.0,1.0
163,10209,31975,0.0,0.0,4.460109503324208
176,11995,31744,0.0,0.0,1.0
471,33411,31667,0.0,0.0,2.0
202,12606,31623,0.0,0.0,1.0
805,44788,31250,0.0,0.0,2.0
379,29376,31230,0.0,0.0,2.0
596,35722,31139,0.0,0.0,2.0
799,44732,31074,0.0,0.0,2.0
665,41338,31071,0.0,0.0,2.0
470,33403,30975,0.0,0.0,4.0
184,12097,30827,0.0,0.0,2.0
467,33392,30713,0.0,0.0,1.0454545454545454
552,34166,30557,0.0,0.0,1.0
342,24015,30497,0.0,0.0,1.0
473,33419,30455,0.0,0.0,1.0
551,34148,30069,0.0,0.0,1.0
601,35752,29840,0.0,0.0,1.0588235294117647
397,29494,29077,0.0,0.0,1.96875
459,33377,28917,0.0,0.0,1.9545454545454546
363,29146,28886,0.0,0.0,2.0
581,34464,28297,0.0,0.0,1.05
584,34479,28099,0.0,0.0,2.2
598,35739,27974,0.0,0.0,2.0
31,4031,27650,0.0,0.0,1.0
478,33430,27594,0.0,0.0,2.026315789473684
669,42185,27542,0.0,0.0,3.0
803,44774,27292,0.0,0.0,2.3333333333333335
346,24711,26931,0.0,0.0,4.518491124260355
617,37880,26915,0.0,0.0,9.714285714285714
392,29469,26911,0.0,0.0,2.0
289,19622,26704,0.0,0.0,250.0
489,33716,26641,0.0,0.0,2.0
167,11944,26257,0.0,0.0,1.0
40,4056,26095,0.0,0.0,2.0
169,11982,25879,0.0,0.0,1.125
380,29377,24938,0.0,0.0,2.0
290,19623,24864,0.0,0.0,250.0
429,30213,24858,0.0,0.0,2.0
663,41290,24744,0.0,0.0,2.0
607,36917,24223,0.0,0.0,2.0
286,19619,23636,0.0,0.0,250.0
297,19663,22669,0.0,0.0,2.0
132,8043,22663,0.0,0.0,2.0
357,28587,22625,0.0,0.0,2.0
403,29714,22495,0.0,0.0,11.0
354,26712,21401,0.0,0.0,7.122661122661123
810,45063,21273,0.0,0.0,2.0
293,19631,20958,0.0,0.0,1459.0
326,20450,20958,0.0,0.0,1.0
257,17779,20933,0.0,0.0,2.0
351,26186,20874,0.0,0.0,1.0
180,12015,20698,0.0,0.0,2.0
817,46285,18578,0.0,0.0,2.0
804,44785,16461,0.0,0.0,2.0
115,7315,16426,0.0,0.0,2.0
576,34444,15532,0.0,0.0,2.5
149,8607,15506,0.0,0.0,1.0
274,19414,15491,0.0,0.0,29.5
161,9702,15431,0.0,0.0,2.0
549,34055,15423,0.0,0.0,2.4
585,34481,15277,0.0,0.0,4.0
800,44753,14699,0.0,0.0,2.0
381,29395,14599,0.0,0.0,2.0
287,19620,14490,0.0,0.0,250.0
386,29432,13370,0.0,0.0,2.002
191,12331,12518,0.0,0.0,2.0
406,29769,12284,0.0,0.0,4.0
664,41337,12254,0.0,0.0,16.0
190,12324,12007,0.0,0.0,4.333333333333333
182,12065,10496,0.0,0.0,3.75
268,18909,10496,0.0,0.0,1.0
822,47326,10496,0.0,0.0,1.0
144,8439,10455,0.0,0.0,1.0
544,33986,10455,0.0,0.0,1.0
499,33865,10236,0.0,0.0,2.3333333333333335
546,34004,9326,0.0,0.0,4.0
587,34497,9220,0.0,0.0,2.3333333333333335
366,29169,8627,0.0,0.0,14.5
608,37147,8281,0.0,0.0,14.166666666666666
450,32160,6294,0.0,0.0,4.0
402,29709,6293,0.0,0.0,4.0
763,44014,6272,0.0,0.0,4.0
409,29873,6227,0.0,0.0,4.0
498,33858,6226,0.0,0.0,4.0
545,33996,6208,0.0,0.0,4.0
407,29828,6183,0.0,0.0,4.0
483,33474,6181,0.0,0.0,4.0
376,29359,6179,0.0,0.0,4.0
582,34471,6173,0.0,0.0,4.0
495,33756,6169,0.0,0.0,4.0
179,12010,6142,0.0,0.0,4.0
393,29474,6032,0.0,0.0,4.0
368,29172,5670,0.0,0.0,14.5
579,34455,5636,0.0,0.0,14.5
555,34282,3791,0.0,0.0,14.166666666666666
151,8917,3072,0.0,0.0,55.0
553,34172,2578,0.0,0.0,14.5
588,34500,2569,0.0,0.0,14.5
463,33381,2548,0.0,0.0,28.0
480,33451,2506,0.0,0.0,14.25
586,34496,2468,0.0,0.0,14.0
580,34458,2466,0.0,0.0,14.25
399,29625,2462,0.0,0.0,15.0
