,group,distinct_hit_ips,overlaps,avg_overlap_times,avg_dest_ports
97,2047,46594,0.0,0.0,2.020408163265306
193,2238,45976,0.0,0.0,2.0
244,2257,45437,0.0,0.0,2.675675675675676
48,5294,44568,0.0,0.0,1.1363636363636365
320,2457,44436,0.0,0.0,2.0
65,2062,44219,0.0,0.0,1.6571428571428573
166,5799,43496,0.0,0.0,4.549081237911025
191,2239,43443,0.0,0.0,2.0
178,2087,43435,0.0,0.0,2.0
150,3667,42718,0.0,0.0,250.0
81,5167,42334,0.0,0.0,1.4545454545454546
258,2260,41829,0.0,0.0,1.8666666666666667
305,672,41501,0.0,0.0,9.364583333333334
50,7075,41346,0.0,0.0,1.0
253,3951,41229,0.0,0.0,1.0
27,349,41087,0.0,0.0,1.0
263,2110,40829,0.0,0.0,3.8939393939393936
137,446,40777,0.0,0.0,1.0
149,3666,40186,0.0,0.0,250.0
275,5791,39849,0.0,0.0,2.109375
57,629,39832,0.0,0.0,1.1304347826086956
318,7371,39710,0.0,0.0,1.0
51,8951,39684,0.0,0.0,1.0555555555555556
239,8601,39557,0.0,0.0,1.6785714285714286
345,5993,39497,0.0,0.0,1.2
327,830,39480,0.0,0.0,1.7
90,8857,39470,0.0,0.0,1.0
20,4749,39053,0.0,0.0,9.044444444444444
45,7216,38572,0.0,0.0,2.4210526315789473
77,2155,38532,0.0,0.0,1.8833333333333333
119,6121,38460,0.0,0.0,1.0
1,8434,38344,0.0,0.0,1.1304347826086956
240,7201,38154,0.0,0.0,1.0
165,2077,37787,0.0,0.0,1.0
188,2252,37382,0.0,0.0,2.0
202,2149,37280,0.0,0.0,1.9814814814814814
259,2158,37245,0.0,0.0,2.0
93,8968,37194,0.0,0.0,1.0
351,2229,36946,0.0,0.0,1.9666666666666666
260,2143,35907,0.0,0.0,1.5238095238095237
13,6291,35700,0.0,0.0,1.6666666666666667
103,2156,35423,0.0,0.0,1.9236111111111114
224,4942,35386,0.0,0.0,1.0
173,2161,35382,0.0,0.0,1.9791666666666667
317,1163,35327,0.0,0.0,9.714285714285715
83,7217,34763,0.0,0.0,1.411764705882353
360,2078,34325,0.0,0.0,2.0
362,5731,33987,0.0,0.0,2.148936170212766
151,2132,33632,0.0,0.0,2.0
92,4636,33624,0.0,0.0,1.0
249,2135,33432,0.0,0.0,1.0416666666666667
201,2259,33065,0.0,0.0,1.95
262,2253,32817,0.0,0.0,2.0
31,377,32558,0.0,0.0,1.0
96,6619,32512,0.0,0.0,1.0
252,2105,31667,0.0,0.0,2.0
56,4634,31422,0.0,0.0,1.5238095238095237
337,2082,31063,0.0,0.0,2.0
203,4947,29809,0.0,0.0,1.0
288,2094,29794,0.0,0.0,12.424242424242424
174,1181,29757,0.0,0.0,24.073529411764707
34,341,29752,0.0,0.0,1.5238095238095237
287,2219,29712,0.0,0.0,1.0476190476190477
177,2079,28882,0.0,0.0,1.09375
79,2137,28871,0.0,0.0,2.0
359,5193,27301,0.0,0.0,2.1568627450980395
316,1164,26915,0.0,0.0,9.714285714285714
246,2080,26291,0.0,0.0,1.03125
289,2212,26139,0.0,0.0,1.0
184,3953,25542,0.0,0.0,1.0
26,351,25508,0.0,0.0,1.0
147,2076,25504,0.0,0.0,1.6666666666666667
183,2134,25000,0.0,0.0,1.125
100,2045,24755,0.0,0.0,2.0
226,3954,24256,0.0,0.0,1.0
273,3952,23733,0.0,0.0,1.0
156,3124,23621,0.0,0.0,6.76320272572402
162,3125,21473,0.0,0.0,7.12706611570248
76,5739,21091,0.0,0.0,2.3684210526315788
296,2108,20629,0.0,0.0,2.0
304,2250,20093,0.0,0.0,2.0
261,2093,17145,0.0,0.0,14.305555555555555
64,2046,16426,0.0,0.0,2.0
170,463,16059,0.0,0.0,1.9159863945578233
194,5783,10727,0.0,0.0,2.14
84,7992,10511,0.0,0.0,1.0
175,4560,7039,0.0,0.0,17.0
227,6069,1949,0.0,0.0,16.509090909090908
10,6555,196,0.0,0.0,1.0
355,312,89156,0.9,2.1333333333333333,106.3586956521739
265,4,155985,1.0,2.0,58766.65729166666
110,360,102560,1.0,13.0,2.7916666666666665
196,299,68592,1.0,2.0,10.56607142857143
132,21,65701,1.0,2.0,152.57407407407408
135,5101,62603,1.0,2.0,44.38917824074074
86,5184,62414,1.0,2.0,17.70047169811321
43,6495,62258,1.0,3.0,1.7142857142857142
290,6574,61972,1.0,4.0,1.0769230769230769
303,4610,61301,1.0,2.0,1.0903614457831325
117,7327,58658,1.0,2.0,1.0666666666666667
189,2256,50693,1.0,2.0,1.9285714285714286
293,10047,50200,1.0,2.0,1.4761904761904763
370,9292,39505,1.0,2.0,1.0869565217391304
14,6311,39452,1.0,5.875,1.1506849315068493
301,8458,39012,1.0,2.0,1.0833333333333333
4,6432,38342,1.0,3.0,1.0
347,310,80761,1.1666666666666667,2.0,104.38333333333334
122,623,64470,1.25,2.0,6.628881578947369
142,31,67382,1.2857142857142858,2.0,4.829166666666667
116,760,60674,1.3333333333333333,6.75,1.3697916666666667
297,3814,54637,1.3333333333333333,2.0,8.0
356,313,92522,1.4,2.235294117647059,105.8464285714286
314,595,72445,1.4,2.0,1.1657894736842105
271,305,75291,1.5,2.0,282.12503634777556
238,660,63764,1.588235294117647,2.037037037037037,42.057459284738734
212,3623,62243,1.6,2.111111111111111,1.5818443830071733
95,34,67442,1.6666666666666667,2.0,44.34285714285714
130,246,74257,1.8333333333333333,2.0,167.60725806451612
143,4810,75767,2.0,2.0625,11.353409090909093
283,651,62227,2.0,2.5,4.914285714285715
128,1273,60254,2.0,2.0,3.3076923076923075
89,8377,39481,2.0,2.5,1.0
23,6449,39319,2.0,8.0,1.0317460317460319
41,808,38481,2.0,2.0,1.0588235294117647
120,8937,10749,2.0,3.0,1.903225806451613
85,4950,62375,2.2,2.0,20.446517412935325
133,5043,63322,2.3333333333333335,2.086206896551724,30.73794829024187
114,35,69656,2.413793103448276,2.0,43.41333333333334
268,3757,53703,2.6666666666666665,2.0,7.75
336,3539,63529,2.75,2.0,1.3043478260869565
36,47,74552,2.8,2.0,276.28850923119313
270,303,74578,3.0,2.0,297.64054054054054
168,4846,64385,3.0357142857142856,2.1176470588235294,83.46842105263158
179,6683,61813,3.2,2.1176470588235294,1.68
228,2152,64858,3.3333333333333335,2.0,1.8793103448275863
363,5051,81692,3.375,2.107142857142857,8.235257985257986
264,12,109096,4.0,2.0,194.0
169,248,74795,4.0,2.0,170.66031746031746
37,45,73725,4.333333333333333,2.0,291.53456790123465
134,5085,83977,4.357142857142857,2.0806451612903225,28.429799738789725
199,1717,66309,5.0,2.0,22.844565217391303
5,3616,3003,5.0,2.0,11.021386554621849
153,298,70098,6.0,2.0,10.601428571428572
200,2144,33002,6.0,2.0,1.0
58,809,39990,7.125,2.0350877192982457,1.0384615384615385
22,637,63920,7.305555555555555,2.00531914893617,81.54713809315547
294,4793,65705,7.571428571428571,2.188679245283019,60.23739082969432
87,3645,63479,9.472222222222221,2.040462427745665,2.064673913043478
353,3986,64386,10.555555555555555,2.0285714285714285,1.4663614163614165
319,3647,69305,10.823529411764707,2.016304347826087,1.4775862068965517
115,3966,60684,11.5,2.0,7.7215189873417724
366,32,73956,12.694444444444445,2.0217864923747277,43.266666666666666
181,520,63175,12.714285714285714,2.0223713646532437,2.0012283019832093
368,4738,66533,13.371428571428572,2.1864406779661016,73.72995666305525
286,2220,29089,15.0,2.0,1.5
354,3845,63549,16.583333333333332,2.0446280991735537,2.519047619047619
158,4254,53073,20.194444444444443,2.027359781121751,40.97701612903226
21,3601,63095,20.714285714285715,2.0286103542234333,2.3378048780487806
348,311,106170,23.52173913043478,2.0396551724137932,104.37682926829268
46,2324,66130,24.055555555555557,2.030716723549488,17.664864864864864
136,659,63783,24.61111111111111,2.0310077519379846,22.44545706371191
127,1753,71003,30.428571428571427,2.0,211.4637931034483
42,3849,58598,33.875,2.07380073800738,1.6584033613445377
171,332,65785,36.0,2.0,3.805723905723905
63,1532,65904,37.0,2.0,22.897169811320758
284,2160,63308,53.44444444444444,2.0566426364572608,1.0057471264367817
321,33,80113,63.166666666666664,2.0215703192407246,46.03131868131867
73,1744,61423,68.75,2.0723327305605785,3.0
8,465,119746,75.13888888888889,2.0152916073968705,46.46307780787754
161,3834,64283,75.13888888888889,2.0520984081041966,5.666666666666667
311,1118,61761,82.5,2.069277108433735,3.0
322,1645,61495,83.06666666666666,2.074662430500397,3.4353741496598644
335,1701,61698,84.5,2.0756796473181485,3.005291005291005
69,1748,61596,99.9375,2.0861748295102296,3.010204081632653
364,4730,55371,109.86111111111111,2.109111880046136,1.4281690140845071
333,1700,61884,113.375,2.077384196185286,3.007083825265643
312,1101,61899,121.66666666666667,2.089875473741202,3.049107142857143
334,1682,61982,125.25,2.094135041892558,3.0044642857142856
369,3848,63633,127.63888888888889,2.0712783851976453,3.48
24,3641,71990,150.86111111111111,2.118171683389075,3.608241758241758
325,1643,61926,151.75,2.09358612343687,3.4395604395604398
313,1112,62100,184.375,2.0813413014608235,3.0073529411764706
70,1740,62127,268.125,2.11541072640869,3.008991008991009
326,1648,62118,268.8125,2.1169300225733636,3.4330357142857144
308,1868,60844,283.6666666666667,2.0798368298368297,3.3387096774193536
71,1735,62183,284.0,2.115548910721914,3.0
75,278,62160,287.0,2.107685810810811,3.006493506493506
68,1751,62150,320.5,2.1266629192430204,3.0018552875695734
350,306,132147,333.44444444444446,2.0395170142700327,170.84622641509435
66,37,74341,375.25,3.109271523178808,181.70928571428573
357,307,136043,385.6666666666667,2.0314747066986247,172.89545454545456
159,3830,64519,392.1388888888889,2.1138047983921617,3.4714285714285715
220,2173,60315,406.9,2.064969062351261,2.0
329,146,67531,480.3333333333333,3.160999306037474,5.153846153846155
221,2129,60365,513.5,2.0703536493604213,2.0
72,1738,62218,530.0,2.1423811639271433,3.010204081632653
195,2097,62978,543.2857142857143,2.0561367695840778,1.7534246575342465
324,1649,62211,547.5,2.1593053173241854,3.4353741496598635
74,281,62218,590.6875,2.157406493634659,3.0073891625615765
279,8,153075,597.5625,2.0048167447563165,194.0
331,6238,8843,608.0,2.392857142857143,2.0
219,2145,46689,632.0,2.089622641509434,2.5
307,1867,61846,644.1666666666666,2.116396761133603,3.3412698412698414
323,1646,62219,674.5,2.1727210418094587,3.437888198757763
180,2058,63652,708.875,2.0935910478128177,1.6258169934640523
330,147,78504,726.0,3.615568862275449,200.8244417767107
306,593,69483,1098.75,2.34262154276833,10.66132661526943
35,325,75394,1103.6666666666667,2.3981084344081727,11.341828254847647
358,309,156580,1451.7777777777778,2.070098350526081,172.19230769230768
94,36,105413,1487.9722222222222,2.0686274509803924,44.73808823529412
217,2147,51936,1524.5,2.1147487844408426,2.5
349,308,160059,1624.4444444444443,2.094829760403531,170.76504065040652
310,1871,62143,1703.1666666666667,2.160203895867468,3.341530054644809
113,249,64961,1728.9444444444443,4.717163926757786,1.7066433566433565
12,89,153654,1744.361111111111,2.7568266727682613,22.356296667273718
59,510,146689,1824.4117647058824,2.0003824457405104,4.619407894736843
341,1623,172193,1886.121212121212,2.455797886413012,1.344110049170371
140,2249,32669,1984.0,2.145665322580645,1.0
285,2210,62432,2043.0,2.0,2.023696682464455
241,2109,62471,2142.0,2.0,2.0
67,19,72146,2222.9285714285716,3.7708886940046726,1.186431623931624
309,1869,62193,2373.6666666666665,2.197600252604989,3.3403755868544605
124,365,111189,2614.0416666666665,2.81105241315881,1.0
146,1591,127704,3890.125,2.0850510765734307,1.3543840244311942
218,2148,58196,4841.5,2.197752808988764,2.5
344,15,132805,5596.5,2.0,2226.092396313364
210,1622,86817,8889.42857142857,2.0992430135271016,1.3395112385156633
91,18,63231,10032.333333333334,2.8266956604926006,6989.808471760796
141,266,138486,19418.333333333332,2.015803942696893,106.0219298245614
211,2146,60680,23222.5,2.6288907427650883,2.4774436090225564
222,40,106339,30897.0,2.0,7.489938556067588
7,269,62226,30985.0,6.927522190130271,2.92
