,group,distinct_hit_ips,overlaps,avg_overlap_times,avg_dest_ports
239,2126,18622,0.0,0.0,2.0
169,1500,17100,0.0,0.0,5.403333333333333
51,2064,16426,0.0,0.0,2.0
2,32,16109,0.0,0.0,52.54545454545455
129,380,16059,0.0,0.0,1.9159863945578233
136,4607,7003,0.0,0.0,17.0
180,6094,1940,0.0,0.0,16.72222222222222
6,6686,194,0.0,0.0,1.0
214,4,155985,1.0,2.0,58766.65729166666
89,283,77869,1.0,2.0,16.428664307828395
158,275,68592,1.0,2.0,10.56607142857143
99,50,65701,1.0,2.0,152.57407407407408
153,2264,48070,1.0,2.0,1.9615384615384615
53,2091,33925,1.0,2.0,1.0923076923076922
106,57,67488,1.2857142857142858,2.0,6.583333333333333
103,5063,62787,1.3333333333333333,2.0,38.80184435447593
219,31,75291,1.5,2.0,282.12503634777556
191,668,63675,1.5294117647058822,2.0384615384615383,42.30083055536466
98,276,74257,1.8333333333333333,2.0,167.60725806451612
101,5064,62914,2.0,2.0980392156862746,30.83069224353628
97,979,59941,2.0,2.0,3.5
33,27,74877,2.8,2.0,276.28536184210526
218,29,74623,3.0,2.0,297.64575866188767
127,4863,64385,3.0357142857142856,2.1176470588235294,83.46842105263158
236,3808,57593,3.5,2.0,8.0
213,12,109096,4.0,2.0,194.0
34,23,73725,4.333333333333333,2.0,291.53456790123465
102,5113,63295,4.357142857142857,2.0806451612903225,28.53103146853147
161,1592,66281,5.0,2.0,22.875555555555554
1,3643,3020,5.0,2.0,11.031470588235296
116,274,70098,6.0,2.0,10.601428571428572
162,2159,33002,6.0,2.0,1.0
23,667,63920,7.305555555555555,2.00531914893617,81.54713809315547
237,4810,65707,7.6,2.18796992481203,60.23898582333696
133,1676,66353,9.0,2.0,4.6650743099787695
86,3928,60505,11.25,2.0,7.811688311688312
280,59,73956,12.694444444444445,2.0217864923747277,43.266666666666666
143,543,63175,12.714285714285714,2.0223713646532437,2.0012277444244337
281,4825,66539,13.4,2.1881606765327697,73.72970779220779
187,20,69972,13.5,2.0,4.6618055555555555
22,3627,62977,16.314285714285713,2.0294117647058822,2.34390243902439
122,4272,53073,20.194444444444443,2.027359781121751,40.97701612903226
39,2049,66130,24.055555555555557,2.030716723549488,17.664864864864864
96,1378,70942,26.75,2.0046728971962615,211.4637931034483
110,1664,62043,32.25,2.0,1.1987179487179487
37,3858,58412,32.875,2.068441064638783,1.6668141592920354
232,2186,47714,33.0,2.0,1.2142857142857142
130,318,65785,36.0,2.0,3.805723905723905
49,1490,65867,37.0,2.0,22.92692307692308
230,2168,63304,55.55555555555556,2.058242843040474,1.0
251,60,80093,60.583333333333336,2.021611886537596,45.94166666666667
61,1777,61423,68.75,2.0723327305605785,3.0
245,338,61761,82.5,2.069277108433735,3.0
252,1697,61495,83.06666666666666,2.074662430500397,3.4353741496598644
263,1750,61698,84.5,2.0756796473181485,3.005291005291005
57,1781,61596,99.9375,2.0861748295102296,3.010204081632653
276,34,117132,101.6,2.013193322563274,175.45000000000002
261,1751,61884,113.375,2.077384196185286,3.007083825265643
246,332,61899,121.66666666666667,2.089875473741202,3.049107142857143
262,1735,61982,125.25,2.094135041892558,3.0044642857142856
30,41,66797,137.0,2.0,1.0
255,1694,61926,151.75,2.09358612343687,3.4395604395604398
171,1841,62322,175.85714285714286,2.045344129554656,1.7129629629629628
247,337,62100,184.375,2.0813413014608235,3.0073529411764706
54,48,63370,208.0,2.0,40.26053679653679
58,1773,62127,268.125,2.11541072640869,3.008991008991009
256,1700,62118,268.8125,2.1169300225733636,3.4330357142857144
123,3841,64293,283.22222222222223,2.0941930822721937,3.4942857142857147
242,1684,60844,283.6666666666667,2.0798368298368297,3.3387096774193536
59,1771,62183,284.0,2.115548910721914,3.0
63,1302,62160,287.0,2.107685810810811,3.006493506493506
275,25,132766,312.77777777777777,2.0174238205107806,172.94499999999996
56,1784,62154,325.875,2.1267034990791895,3.0027649769585256
273,24,132147,333.44444444444446,2.0395170142700327,170.84622641509435
55,69,74341,375.25,3.109271523178808,181.70928571428573
178,2181,60315,406.9,2.064969062351261,2.0
277,33,135960,463.1666666666667,2.0357287449392714,170.58644067796607
259,172,67531,480.3333333333333,3.160999306037474,5.153846153846155
179,2144,60365,513.5,2.0703536493604213,2.0
60,1766,62218,530.0,2.1423811639271433,3.010204081632653
254,1699,62211,547.5,2.1593053173241854,3.4353741496598635
271,18,143781,560.3055555555555,2.057239057239057,105.09101562500001
62,1305,62218,590.6875,2.157406493634659,3.0073891625615765
226,8,153075,597.5625,2.0048167447563165,194.0
241,1683,61797,600.1666666666666,2.111111111111111,3.3373983739837403
260,6143,8843,608.0,2.392857142857143,2.0
177,2156,46689,632.0,2.089622641509434,2.5
274,3829,65664,644.6944444444445,2.1437967322071447,2.53
253,1698,62219,674.5,2.1727210418094587,3.437888198757763
66,1332,66092,716.8333333333334,2.0970831519373094,1.1369863013698631
257,268,78507,726.2272727272727,3.614865600174121,195.27376283846868
87,36,61970,746.0,2.0,31.77777777777778
72,1388,63025,977.7142857142857,2.1318573024111425,1.0586080586080586
92,38,72402,1100.4722222222222,2.3981582424598313,17.374561403508775
88,35,110092,1441.0,2.0033849759145945,33.71916568280205
14,40,68877,1464.0,2.0,1.1848235098235098
175,2153,51936,1524.5,2.1147487844408426,2.5
272,22,160059,1624.4444444444443,2.094829760403531,170.76504065040652
244,1687,62143,1703.1666666666667,2.160203895867468,3.341530054644809
67,58,116451,1718.5,2.098547228962921,44.769459984016436
79,70,118209,1719.1666666666667,2.074943543520159,83.01694539665127
9,37,107337,1743.3055555555557,2.9764500816992983,38.30403050108933
47,936,173063,1750.2777777777778,3.006572998560602,1.3524845949619362
93,64,62754,1830.6470588235295,3.3081966402334397,1.3727810650887575
105,2261,32669,1984.0,2.145665322580645,1.0
231,2185,62429,2043.0,2.0,2.0047846889952154
192,2125,62471,2142.0,2.0,2.0
243,1685,62193,2373.6666666666665,2.197600252604989,3.3403755868544605
94,66,67790,2706.1739130434785,2.2123018443292533,1.8290598290598292
176,2157,58196,4841.5,2.197752808988764,2.5
41,955,66004,5618.1,2.3349106171304213,1.6099358974358975
270,17,138592,7465.0,2.0,2226.1186507936504
0,286,62754,10445.0,2.0,1.0246913580246915
4,84,64022,12439.6,2.9678490383210963,2.0285714285714285
111,16,61429,15048.5,2.826770784267546,7104.888034188033
172,2154,60504,23222.5,2.6288907427650883,2.4923664122137406
3,42,61970,30985.0,6.623087826907167,2.736842105263158
8,358,62426,32322.0,2.0,1.1830985915492958
11,19,65540,39318.0,2.0,1.0
